category_id,state,title,type,naic_code,buyer,deadline,agency,contract_link,notice_id,purchasing_department,contact_office_name,contact_officer_number,contact_officer_email,keywords,description
" Services: Printing, Publishing, Mailing, Subscription, Books and Periodical Bids",MT,Total Small Business Set-Aside (FAR 19.5): Packing & Crating Malmstrom AFB,Federal,,Department of Defense,"Jun 6, 2022",Department of Defense,https://sam.gov/opp/be6ccfba802c4e33a0edf0be0cc2f98e/view,"FA462622Q0007    		    		 ",Purchasing,,703-695-7145,shanna.guillen.2@us.af.mil,,"All packing, crating, moving, and storage contracts are regionalized at the Joint Personal Property Shipping Office (JPPSO-COS), Colorado Springs, CO. See attached supporting documents for details.?"
" Services: Printing, Publishing, Mailing, Subscription, Books and Periodical Bids",NJ,Admissions Printing Services,State/Local,,"Stockton University, New Jersey","Jun 22, 2022","Stockton University, New Jersey",https://stockton.edu/procurement-contracting/,"RFP 22-39    		 ",Purchasing,,609-652-4325,purchasing@stockton.edu,,"Project Title: Admissions Printing Services
Submission Due Date: Wednesday, June 22, 2022 @ 2:00PM

Stockton Vendor Community,

RFP 22-39 Admission Printing Services is available on the Office of Procurement & Contracting website.

All documents inclusive of any addenda, drawings, specifications, etc. relating to Request for Proposals (RFP) & Invitation for Bids (IFB) are available on The Office of Procurement & Contracting website. Vendors will be required to login for access and are responsible for monitoring the website for updates.

Questions regarding this offering must be emailed to Purchasing at rfp-purchasing@stockton.edu as detailed in the project documents"
" Services: Printing, Publishing, Mailing, Subscription, Books and Periodical Bids",CA,Publication of the City of Irvine Legal Notices in a Regional Newspaper,State/Local,,"Irvine, California","Jun 10, 2022","Irvine, California",https://www.cityofirvine.org/,"22-3252    		 ",Purchasing,,949-724-6000,,,"CITY OF IRVINE, CALIFORNIA
NOTICE INVITING BIDS SUMMARY
Bid No. 22-3252

DESCRIPTION OF WORK: The work to be performed shall include, but not be limited to:
Publication of the City of Irvine Legal Notices in a Regional Newspaper of General Circulation in the County of Orange, including the City of Irvine, during Fiscal Year 2022-23. Requirements include:

Vendor must be adjudicated in Orange County

Legal notices must:

Circulate/publish in Orange County, including the City of Irvine

Publish in English

Publish at least seven (7) days per week

DATE OF OPENING BIDS: Bid prices must be entered on the BidsOnline system in accordance with the instructions no later than June 10, 2022, at 10:00 a.m., at which time bids will be publicly opened and read aloud via online meeting tool. LATE BIDS WILL NOT BE ACCEPTED. NO OTHER METHOD OF BID SUBMITTAL WILL BE ACCEPTED.

The City reserves the right, after opening bids, to reject any or all bids, to waive any informality in a bid, to make awards in the interest of the City, and to reject all other bids.

OBTAINING BID: To obtain a copy of the bid documents, please visit the City of Irvine web site at www.cityofirvine.org/purchasing. Click on the ""Supplier Registration and Bid Opportunities"" link, and review the information about our online system. Next, click on the ""BidsOnline"" link. If you are not currently registered with the City of Irvine, please click on the ""New Vendor Registration"" button and then complete the electronic supplier registration. After registering your firm, click on the ""Bid Opportunities"" button to view and download the Bid Documents, which include the complete Notice Inviting Bids document. Contractors must register on the City's web site and download the Bid Documents in order to submit a bid. Firms must also check the web site periodically for addenda information as failure to download any and all addenda and acknowledge receipt within the site will result in bid disqualification.

CITY OF IRVINE

By: /s/ Carl Petersen
Carl Petersen, MPA, CMC
City Clerk"
" Services: Printing, Publishing, Mailing, Subscription, Books and Periodical Bids",CA,Mail Presort Services - Employment Development Department,State/Local,,State of California,Today ,State of California,https://caleprocure.ca.gov/event/7100/0000023534,"0000023534    		 ",Purchasing Division,,800-559-5529,caitlin.clark@edd.ca.gov,,Mail Presort Services - Employment Development Department
" Services: Printing, Publishing, Mailing, Subscription, Books and Periodical Bids",CA,RFP for Catalog Services,State/Local,,"Mount Diablo Unified School District, California","Jun 8, 2022","Mount Diablo Unified School District, California",https://mdusd-ca.schoolloop.com/rfp1911catalogsvcsadulted.,"RFP #1911    		 ",Purchasing,,925-825-7440,,,"RFP #1911: CATALOG SERVICES FOR MT. DIABLO ADULT EDUCATION

The Mt. Diablo Unified School District (hereinafter “the District”) seeks to retain a qualified firm to provide Printing and Mailing services of Mt. Diablo Adult Education Quarterly Catalogs, as specified herein. The initial term of the contract shall be for one (1) year with two (2) one-year options to renew the contract."
" Services: Printing, Publishing, Mailing, Subscription, Books and Periodical Bids",CA,RFP for Citywide Printing Services,State/Local,,"Palo Alto, California","Jun 21, 2022","Palo Alto, California",,"RFP178547    		 ",Purchasing,,650-329-2271,,,"The City of Palo Alto is seeking proposals from qualified firms to provide citywide printing, copying, and other related services. The required services and performance conditions are described in the Scope of Work (or Services).

Mimi Nguyen 650-329-2651
Mimi.Nguyen@CityofPaloAlto.org"
" Services: Printing, Publishing, Mailing, Subscription, Books and Periodical Bids",CA,Bids for As-Needed Official Print Advertising,State/Local,,"San Diego, California",Today ,"San Diego, California",,"10089913-22-E    		 ",Purchasing,,619-236-6000,,,"The City requires official print advertising services on an as-needed basis to publish notices for various departments throughout the City. Per the City of San Diego Municipal Code, the City is required to advertise in a newspaper of general circulation.

William Eames 619-236-6134
wbeames@sandiego.gov"
" Services: Printing, Publishing, Mailing, Subscription, Books and Periodical Bids",CO,RFP: Printing and Mailing of Notice Packets,State/Local,,"Jefferson County, Colorado","Jun 20, 2022","Jefferson County, Colorado",https://www.jeffco.us/1759/Bid-Proposal-Opportunities,"22-5056H-CR    		 ",Purchasing,,303-271-8585,,,"22-5056H-CR
RFP: Printing and Mailing of Notice Packets
Colorado
CalendarPublished 05/12/2022
ClockClosing 06/20/2022"
" Services: Printing, Publishing, Mailing, Subscription, Books and Periodical Bids",CO,Printing of Brochures,State/Local,,State of Colorado,Today ,State of Colorado,http://www.colorado.gov/vss,"2022000727    		 ",Purchasing Office,,303-866-6100,,,"Printing of State Recreation Land and SG/Waterfowl Brochures
DQ1 :  2022000727"
" Services: Printing, Publishing, Mailing, Subscription, Books and Periodical Bids",CT,Brochure Printing ,State/Local,,State of Connecticut,"Jun 10, 2022",State of Connecticut,https://portal.ct.gov/DAS/CTSource/BidBoard,"8866     		 ",Purchasing,,860-713-5095,visiteasternct@gmail.com,,"8866 | Brochure Printing FY22 Eastern Regional Tourism District

The Eastern Regional Tourism District is requesting proposals for the printing of brochures related to the 2022 Fiscal Year Budget. The ERTD seeks a qualified printer to produce high quality brochures for the region.
Start Date: May 24, 2022
End Date: Jun 10, 2022"
