category_id,state,title,type,naic_code,buyer,deadline,agency,contract_link,notice_id,purchasing_department,contact_office_name,contact_officer_number,contact_officer_email,keywords,description
" Consulting: Accounting, Audit, Banking and Finance Bids",MN,DHS/Qualified Contractor To Manage Stakeholder,State/Local,,State of Minnesota,"Dec 10, 2022",State of Minnesota,https://www.mmd.admin.state.mn.us/process/admin/ptList.asp,"2000012398    		 ",Procurement,,651.296.2600,,,"REFERENCE NUMBER:   PT3641

SWIFT Event ID: 2000012398  Version: 1 

Nature of Work/Contract Title:   DHS/Qualified Contractor To Manage Stakeholder
Contracting Agency:   Human Services Department

Response to this solicitation is due no later than 12/10/22 at 04:00 PM CENTRAL TIME.

This Solicitation Event is being conducted in the SWIFT system.
Log in to the Supplier Portal to view this event. You will need to search for Event ID 2000012398.


Date This Solicitation Was Posted:   11/15/2021 8:20:01 AM"
" Consulting: Accounting, Audit, Banking and Finance Bids",MS,Depository Services,State/Local,,State of Mississippi,Today ,State of Mississippi,https://www.ms.gov/dfa/contract_bid_search/Bid/Details/27124?AppId=1,"3170021916    		 ",Purchasing,,601-359-3402,,,"MPTAP - ?*See attachment for details	8183-20220518152001 Bid No. 23-2	3170021916	
Major Procurement 
PERSONNEL SERVICES NON-IT

The PASCAGOULA-GAUTIER SCHOOL DISTRICT, as pursuant to the p...

Attachment - PGSD Bid No 23-25: Depository Services
Open	05/20/2022	06/03/2022"
" Consulting: Accounting, Audit, Banking and Finance Bids",MO,Auditing Services,State/Local,,"Jefferson County, Missouri","Jun 28, 2022","Jefferson County, Missouri",https://www.jeffcomo.org/bids.aspx?bidID=282,"22-0077    		 ",Purchasing,,636-797-5382,,,"Bid Number: 	22-0077
Bid Title: 	RFP-Rebid Auditing Services Fiscal Year 2021
Category: 	Invitation For Bids & Request for Proposals
Status: 	Open

Description:

RFP-Rebid Auditing Services Fiscal Year 2021
Publication Date/Time:
6/1/2022 2:00 PM
Closing Date/Time:
6/28/2022 2:00 PM
Contact Person:
Kristy Apprill"
" Consulting: Accounting, Audit, Banking and Finance Bids",MO,Financial and Compliance Audit Services,State/Local,,"Columbia, Missouri","Jun 22, 2022","Columbia, Missouri",https://columbia.ionwave.net/CurrentSourcingEvents.aspx,"164/2022    		 ",Purchasing,,573-874-7376,cale.turner@como.gov,,"Type 	Request for Proposal
Status 	Issued
Number 	164/2022 (Financial and Compliance Audit Services)
Issue Date & Time 	5/25/2022 03:10:01 PM (CT)
Close Date & Time 	6/22/2022 05:00:00 PM (CT)
Time Left 	21 days 2 hours 6 minutes 55 seconds
Notes 	
Proposals may be submitted in a sealed envelope at the Purchasing Division office or uploaded electronically on this e-bidding website. Sealed proposals must be delivered to the Purchasing Division, 701 E. Broadway, 5th Floor, Columbia, MO 65201 by the closing date and time.

Proposals received after the appointed time will be time stamped and marked as late. Late proposals will not be opened and will not be considered in the evaluation.

Proposals must be in a sealed envelope and marked in bold letters “RFP 164/2022.""

No fax or e-mail proposals shall be accepted.

Contact Information
Name 	Cale Turner
Address 	City of Columbia, Missouri
701 E. Broadway, 5th Floor
Columbia, MO 65205 USA
Phone 	1 (573) 874-7375
Fax 	
Email 	cale.turner@como.gov"
" Consulting: Accounting, Audit, Banking and Finance Bids",MO,Custodial and Investment Services for Escrow Account,State/Local,,"Columbia, Missouri",Today ,"Columbia, Missouri",https://columbia.ionwave.net/CurrentSourcingEvents.aspx,"131/2022    		 ",Purchasing,,573-874-7376,cale.turner@como.gov,,"Type 	Request for Proposal
Status 	Issued
Number 	131/2022 (Custodial and Investment Services For Escrow Account)
Issue Date & Time 	4/26/2022 03:28:22 PM (CT)
Close Date & Time 	6/3/2022 05:00:00 PM (CT)
Time Left 	2 days 2 hours 12 minutes 24 seconds
Notes 	
Proposals may be submitted in a sealed envelope at the Purchasing Division office or uploaded electronically on this e-bidding website. Sealed proposals must be delivered to the Purchasing Division, 701 E. Broadway, 5th Floor, Columbia, MO 65201 by the closing date and time. Proposals received after the appointed time will be time stamped and marked as late. Late proposals will not be opened and will not be considered in the evaluation.

Proposals must be in a sealed envelope and marked in bold letters “RFP 131/2022.""

No fax or e-mail proposals shall be accepted.

Contact Information
Name 	Cale Turner
Address 	City of Columbia, Missouri
701 E. Broadway, 5th Floor
Columbia, MO 65205 USA
Phone 	1 (573) 874-7375
Fax 	
Email 	cale.turner@como.gov"
" Consulting: Accounting, Audit, Banking and Finance Bids",MO,Boone County Children's Services Fund,State/Local,,"Boone County, Missouri","Jun 29, 2022","Boone County, Missouri",https://bocomobids.ionwave.net/CurrentSourcingEvents.aspx,"28-29JUN22    		 ",Purchasing,,573-886-4391,MBobbitt@boonecountymo.org,,"Type 	Request for Proposal
Status 	Issued
Number 	28-29JUN22 (Purchase of Service Contracts - Boone County Children's Services Fund)
Issue Date & Time 	5/18/2022 08:00:00 AM (CT)
Close Date & Time 	6/29/2022 03:00:00 PM (CT)
Time Left 	41 days 18 hours 8 minutes 56 seconds
Notes 	

The Boone County Children’s Services Board (BCCSB) hereby solicits formal written proposals from qualified organizations for the provision and delivery of services that are eligible for funding pursuant to RSMo §210.861.  Applications for funding will be considered if the proposed program provides services to children, youth (nineteen years of age or less), and/or their families in areas fundable pursuant to statute. Preference will be given to organizations that demonstrate substantive and ongoing collaboration with other organizations.  Proposals should demonstrate a county-wide, systemic, and collaborative effort to be considered for funding.  

The County utilizes, Apricot by Social Solutions, a web-based funding management system through which proposals in response to this Request for Proposals must be submitted.  Do NOT submit proposal responses through this Ion Wave system. 

Request for Proposals may be downloaded from this request under the Attachments tab.

Contact Information
Name 	Melinda Bobbitt
Address 	Boone County Annex
613 East Ash
Columbia, MO 65201 USA
Phone 	
Fax 	
Email 	MBobbitt@boonecountymo.org"
" Consulting: Accounting, Audit, Banking and Finance Bids",MO,Financing of a Lease Purchase of Fire Trucks,State/Local,,"Lees Summit, Missouri","Jun 9, 2022","Lees Summit, Missouri",https://cityofls.net/procurement-contract-services/solicitation-information/artmid/2186/articleid/6058/rfp-2022-058-financing-of-a-lease-purchase-of-fire-trucks,"2022-058    		 ",Purchasing,,816-969-1080,,,"RFP #2022-058 Financing of a Lease Purchase of Fire Trucks
Posted: Tuesday, May 24, 2022 4:26 PM   |   Closes: Thursday, June 9, 2022 3:00 PM

INVITATION FOR RFP NUMBER 2022-058

        The City of Lee's Summit will accept electronically submitted proposals from qualified persons or firms for Lease Purchase Financing of Fire Trucks.  Submittals must be received electronically in Public Purchase or other electronic bidding service utilized by Department conducting solicitation (identify applicable method) by 3:00 PM Local time, on June 9, 2022. RFP documents and any addendums are available by accessing the City’s e-procurement system, Public Purchase or by contacting the Procurement Officer listed on page 1. Proposers needing to register with Public Purchase click here: https://www.publicpurchase.com/gems/leessummit,mo/buyer/public/homeOpenBids. This is a two-step process. Contractors should plan on registering no later than 36 hours (M-F) prior to bid opening.

        For any contract for services greater than $5,000, the successful bidder shall comply with § 285.530, RSMo, as amended, and (1) provide by sworn affidavit affirmation that it does not knowingly employ any person who is an unauthorized alien and (2) provide documentation affirming its enrollment and participation in a federal work authorization program with respect to the employees working in connection with this agreement.  The required documentation affirming enrollment must be from the federal work authorization program provider.  Letter from respondent reciting compliance is not sufficient. All bids should include the signed and notarized Work Authorization Affidavit and the electronic signature page from the E-Verify program. Letter from Contractor reciting compliance is not sufficient."
" Consulting: Accounting, Audit, Banking and Finance Bids",MO,Offender Banking Services,State/Local,,State of Missouri,"Jun 7, 2022",State of Missouri,https://webprocure.perfect.com/MainBidBoard/solicitation_document.pdf?ac=2&bidid=100691&oid=86637&bidoid=87690,"IFB931Y22708374     		 ",Purchasing,,573-751-0929,diana.fredrick@doc.mo.gov,,"IFB931Y22708374 
Offender Banking Services
The attached IFB document constitutes a request for competitive, sealed bids for the provision of banking services as set forth therein.
End Date: Jun 07, 2022 

Contact Information
Solicitation Number :IFB931Y22708374 from DOC - Dept of Corrections
Diana Fredrick
 2729 Plaza Drive Jefferson City MO, 65109 United States
 Tel: 573-526-0591
 diana.fredrick@doc.mo.gov"
" Consulting: Accounting, Audit, Banking and Finance Bids",MO,Compliance Federal Financial Monitoring and Training Services,State/Local,,State of Missouri,"Jun 10, 2022",State of Missouri,https://webprocure.perfect.com/MainBidBoard/solicitation_document.pdf?ac=2&bidid=99344&oid=86637&bidoid=86637,"RFPS30034902201936     		 ",Purchasing,,573-751-0929,Kristina.Cramer@oa.mo.gov,,"RFPS30034902201936 
Compliance Federal Financial Monitoring and Training Services
Contract Period: January 1, 2023 through December 31, 2023
End Date: Jun 10, 2022 

Contact Information
Solicitation Number :RFPS30034902201936 from State of Missouri
Kristina Cramer
 Tel:573-751-1695
 Fax:
 Kristina.Cramer@oa.mo.gov"
" Trades and Subcontracts: Roofing, Gutters, Canopy Bids",FL,Roofing Services,State/Local,,"Broward County, Florida","Jun 22, 2022","Broward County, Florida",https://www.broward.org/Purchasing/SolicitationsAndResults/Pages/Default.aspx,"BLD2123775B1	    		 ",Purchasing,,954-357-6070,,,"BLD2123775B1	Port Everglades Roofing Services"
