category_id,state,title,type,naic_code,buyer,deadline,agency,contract_link,notice_id,purchasing_department,contact_office_name,contact_officer_number,contact_officer_email,keywords,description
" Trades and Subcontracts: Machinist, Fabrication and Welding Bids",MD,Total Small Business Set-Aside (FAR 19.5): Propulsion Shafts for U.S. Coast Guard?s 87? WPB Coastal Patrol Boats,Federal,,Department of Homeland Security,"Jun 15, 2022",Department of Homeland Security,https://sam.gov/opp/c6954d9c40c64327b83205709ac00f35/view,"70Z08022Q15005B00    		    		 ",Purchasing,,202-447-5478,David.A.Packard@uscg.mil,,"This effort is for the Overhaul and manufacture propulsion shafts for the USCG 87? Patrol Boats (WPBs). The quoter will provide all equipment, labor and materials necessary to overhaul, manufacture, test, inspect, preserve, package, pack, mark, correctly bar-code and ship propulsion shafts in accordance with applicable drawings and other specifications. The propulsion shafts are to be overhauled/manufactured, packaged, marked, and shipped FOB DESTINATION."
" Trades and Subcontracts: Machinist, Fabrication and Welding Bids",MD,Total Small Business Set-Aside (FAR 19.5) Machining Basic Ordering Agreement,Federal,,Department of Commerce,"Jun 10, 2022",Department of Commerce,https://sam.gov/opp/7fb3603047324a05be5ce0b2e5fc5d89/view, ,Purchasing,,202-482-2000,ranae.armstrong@nist.gov,,"This is the notice of Annual Review, open soliciation period for the Machining BOA. For historical data related to this notice,? search and review the documents for 1333ND20RNB610024.?? ALL PERTINENT DETAILS REGARDING THE ANNUAL REVIEW PROCESS SEE THE ATTACHED DOCUMENT TITLED ""ANNUAL REVIEW FY22"""
" Trades and Subcontracts: Machinist, Fabrication and Welding Bids",MD,Total Small Business Set-Aside (FAR 19.5): 54--Procurement & Installation of a Cross Draft Pressurized Paint Booth,Federal,,Department of Defense,"Jun 10, 2022",Department of Defense,https://sam.gov/opp/3af0684871d74a228ff75487e7848d09/view,"N68335-22-R-0365    		    		 ",Purchasing,,703-695-7145,marketplacesupport@unisonglobal.com,,"This is a combined synopsis/solicitation for commercial items prepared in accordance with the format in FAR Subpart 12.6, as supplemented with additional information included in this notice. The solicitation number is N68335-22-R-0365 and is issued as a Request for Quote (RFQ), unless otherwise indicated herein. The solicitation document and incorporated provisions and clauses are those in effect through Federal Acquisition Circular 2022-06. The associated North American Industrial Classification System (NAICS) code for this procurement is 332312 with a small business size standard of 500.00 employees. This requirement is a Small Business Set-Aside and only qualified sellers may submit quotes. The solicitation pricing on https://marketplace.unisonglobal.com will start on the date this solicitation is posted, and, unless otherwise displayed at https://marketplace.unisonglobal.com, will end on: 2022-06-10 17:00:00.0 Eastern Time. This time supersedes the Offers Due Time listed above. FOB Destination shall be St. Inigoes, MD 20684 The NAWC-AD Lakehurst requires the following items, Meet or Exceed, to the following: LI 001: Cross Draft Pressurized Paint Booth, 1, EA; LI 002: Installation and Training, 1, EA; LI 003: Contracts Data Requirements Lists (CDRLS), Exhibit A (Not Separately Priced), 1, NSP; Solicitation and Buy Attachments ***Question Submission: Interested Offerers must submit any questions concerning the solicitation at the earliest time possible to enable the Buyer to respond. Questions must be submitted by using the 'Submit a Question' feature at https://marketplace.unisonglobal.com. Questions not received within a reasonable time prior to close of the solicitation may not be considered.*** For this solicitation, NAWC-AD Lakehurst intends to conduct an online competitive reverse auction to be facilitated by the third-party reverse auction provider, Unison Marketplace. Unison Marketplace has developed an online, anonymous, browser based application to conduct the reverse auction. An Offeror may submit a series of pricing quotes, which descend in price during the specified period of time for the aforementioned reverse auction. NAWC-AD Lakehurst is taking this action in an effort to improve both vendor access and awareness of requests and the agency's ability to gather multiple, competed, real-time quotes. All responsible Offerers that respond to this solicitation MUST submit the pricing portion of their quote using the online exchange located at https://marketplace.unisonglobal.com. There is no cost to register, review procurement data or make a quote on https://marketplace.unisonglobal.com. Offerers that are not currently registered to use https://marketplace.unisonglobal.com should proceed to https://marketplace.unisonglobal.com to complete their free registration. Offerers that require special considerations or assistance may contact Marketplace Support at 1.877.933.3243 or via email at marketplacesupport@unisonglobal.com. Offerers may not artificially manipulate the price of a transaction on https://marketplace.unisonglobal.com by any means. It is unacceptable to place bad faith quotes, to use decoys in the https://marketplace.unisonglobal.com process or to collude with the intent or effect of hampering the competitive https://marketplace.unisonglobal.com process. Should Offerers require additional clarification, notify the point of contact or Marketplace Support at 1.877.933.3243 or marketplacesupport@unisonglobal.com.Use of Unison Marketplace: Buyers and Sellers agree to conduct this transaction through Unison Marketplace in compliance with the Unison Marketplace Terms of Use. Failure to comply with the below terms and conditions may result in offer being determined as non-responsive. This is a combined synopsis/solicitation for commercial items prepared in accordance with the format in subpart 12.6, as supplemented with additional information included in this notice. This announcement constitutes the only solicitation; quotations are being requested and a written solicitation will not be issued. This solicitation requires registration with the System for Award Management (SAM) at the time an offer or quotation is submitted, excluding the exceptions outlined in FAR 4.1102(a). Registration information can be found at www.sam.gov. This procurement will be issued as a 100% Small Business Set Aside under NAICS 332312 with a size standard of 500 employees. Therefore, all small businesses under the applicable NAICS are eligible to submit a quote under this requirement. Bid MUST be good for 90 calendar days after close of solicitation. New Equipment ONLY; NO remanufactured or ""gray market"" items. All items must Shipping must be free on board (FOB) destination CONUS (Continental U.S.), which means that the seller must deliver the goods on its conveyance at the destination specified by the buyer, and the seller is responsible for the cost of shipping and risk of loss prior to actual delivery at the specified destination. THIS BUY TERM REPLACES THE AUTO-GENERATED CRITERIA SPECIFIED UNDER THE ""PURCHASE DESCRIPTION"" AND ""MEET OR EXCEED"" SECTION OF UNISON'S ""BIDDING REQUIREMENT'S INSTRUCTIONS."" FAR provision at 52.212-2 EVALUATION - COMMERCIAL ITEMS (OCT 2014) applies to this procurement and governs the specific evaluation procedures and criteria for this requirement. The Offeror shall certify that it can MEET, NOT Exceed all of the requirements of this solicitation. The Offeror certifies that it has read and understands the attached terms and conditions. The Offeror takes no exception to the Terms and Conditions outlined in Attachment 005 - Contract Terms and Conditions. It is the Government's intent to incorporate the Paint Booth Technical Requirements Document, Statement of Work, CDRLS, Company Self-Certification Letter and Site Plan into the resultant contract award. The contractor shall perform the contract in accordance with all the aforementioned documents. THIS BUY TERM REPLACES THE AUTO-GENERATED CRITERIA SPECIFIED UNDER THE ""QUESTION SUBMISSION"" SECTION OF UNISON'S ""BIDDING REQUIREMENTS INSTRUCTIONS."" THE QUESTION SUBMISSION PROCEDURES OUTLINED UNDER THIS BUY TERM SHALL APPLY AND WILL BE ENFORCED. All questions pertaining to this solicitation shall be submitted through the Unison web tool. Should content of the questions exceed the allowable space in the ""submit a question"" feature, questions shall be provided in writing to a Unison representative. All questions submitted will be reviewed and responses will be provided by our agency in Q&A format as an amendment OR public response to the solicitation, publicized for all of industry to view. Questions submitted after the Question Submission Deadline of 11:00 AM EDT, on Tuesday, 24 May 2022 will NOT be considered."
" Trades and Subcontracts: Machinist, Fabrication and Welding Bids",MA,Trade Contractors at Risk for the Renovations - Miscellaneous Metals,State/Local,,"Gloucester, Massachusetts","Jun 16, 2022","Gloucester, Massachusetts",https://www.gloucester-ma.gov/bids.aspx?bidID=645,"22109    		 ",Purchasing,,(978) 281-9710,,,"Request for Qualifications # 22109

For Trade Contractors at Risk for the Renovations to the Gloucester Police Station and District Court.

The City of Gloucester seeks proposals from qualified Trade contractors interested in being prequalified for the Renovations to the Gloucester Police Station and District Court. Trade Contractor Statement of Qualifications Forms from interested trade subcontractors are sought for the following categories of work: Masonry, Resilient Flooring, Miscellaneous Metals, Acoustic Ceilings, Waterproofing Damproofing & Caulking, Painting, Metal Windows, Fire Sprinklers, Glass and Glazing, Plumbing Ceramic Tile, Heating, Ventilation & Air Conditioning, Electrical. The RFQ package will be available on April 13, 2022 by emailing purchasing@gloucester-ma.gov or at the Office of the Purchasing Agent.  Proposals must be received and will be opened at Construction Monitoring Services, Inc. 270 Main Street, Marlborough, MA  01752 no later than 11:00 a.m. on May 5, 2022. This Request for Qualifications (“RFQ”) is the first phase of a two-phase procurement process as set forth in MGL Chapter 149A. Only prequalified firms with DCAMM certification will be permitted to submit bids for the above categories.  The City reserves the right to reject any and all proposals or to accept that which is deemed in the best interest of the City of Gloucester, MA.  The City shall not be responsible for proposals arriving late for any reason."
" Trades and Subcontracts: Machinist, Fabrication and Welding Bids",MI,Total Small Business Set-Aside (FAR 19.5): 41--Bldg. 126 Replace Dust Duct System,Federal,,Department of Defense,"Jun 29, 2022",Department of Defense,https://sam.gov/opp/e975c71bc3f847f698cb95625bb2d33c/view,"W50S85-22-Q-0028    		    		 ",Purchasing,,703-695-7145,marketplacesupport@unisonglobal.com,,"AMENDMENT NOTICE: This is a combined synopsis/solicitation for commercial items prepared in accordance with the format in FAR Subpart 12.6, as supplemented with additional information included in this notice. The solicitation number is W50S85-22-Q-0028 and is issued as a Request for Quote (RFQ), unless otherwise indicated herein. The solicitation document and incorporated provisions and clauses are those in effect through Federal Acquisition Circular 2022-06. The associated North American Industrial Classification System (NAICS) code for this procurement is 332313 with a small business size standard of 750.00 employees. This requirement is a Small Business Set-Aside and only qualified offerors may submit bids. The solicitation pricing on https://marketplace.unisonglobal.com will start on the date this solicitation is posted, and, unless otherwise displayed at https://marketplace.unisonglobal.com, will end on: 2022-06-29 12:00:00.0 Eastern Time. This time supersedes the Offers Due Time listed above. FOB Destination shall be Selfridge ANGB, MI 48045 The Michigan Air National Guard Consolidated Contracting (MACC) requires the following items, Purchase Description Determined by Line Item, to the following: LI 001: REPLACE ENTIRE DUST COLLECTION SYSTEM IN AND OUTSIDE OF BLDG 126 STRUCTURE SHOP TO MEET CURRENT INDUSTRY STANDARD. (See attachments) There will be a site visit for this in order for vendors to take measurements. No drawings are available., 1, EA; Solicitation and Buy Attachments ***Question Submission: Interested offerors must submit any questions concerning the solicitation at the earliest time possible to enable the Buyer to respond. Questions must be submitted by using the 'Submit a Question' feature at https://marketplace.unisonglobal.com. Questions not received within a reasonable time prior to close of the solicitation may not be considered.*** For this solicitation, Michigan Air National Guard Consolidated Contracting (MACC) intends to conduct an online competitive reverse auction to be facilitated by the third-party reverse auction provider, Unison Marketplace. Unison Marketplace has developed an online, anonymous, browser based application to conduct the reverse auction. An Offeror may submit a series of pricing bids, which descend in price during the specified period of time for the aforementioned reverse auction. Michigan Air National Guard Consolidated Contracting (MACC) is taking this action in an effort to improve both vendor access and awareness of requests and the agency's ability to gather multiple, competed, real-time bids. All responsible Offerors that respond to this solicitation MUST submit the pricing portion of their bid using the online exchange located at https://marketplace.unisonglobal.com. There is no cost to register, review procurement data or make a bid on https://marketplace.unisonglobal.com. Offerors that are not currently registered to use https://marketplace.unisonglobal.com should proceed to https://marketplace.unisonglobal.com to complete their free registration. Offerors that require special considerations or assistance may contact Marketplace Support at 1.877.933.3243 or via email at marketplacesupport@unisonglobal.com. Offerors may not artificially manipulate the price of a transaction on https://marketplace.unisonglobal.com by any means. It is unacceptable to place bad faith bids, to use decoys in the https://marketplace.unisonglobal.com process or to collude with the intent or effect of hampering the competitive https://marketplace.unisonglobal.com process. Should offerors require additional clarification, notify the point of contact or Marketplace Support at 1.877.933.3243 or marketplacesupport@unisonglobal.com.Use of Unison Marketplace: Buyers and Sellers agree to conduct this transaction through Unison Marketplace in compliance with the Unison Marketplace Terms of Use. Failure to comply with the below terms and conditions may result in offer being determined as non-responsive. Sellers understand that the Marketplace ranks all Bids by price; however, pursuant to applicable acquisition regulations and/or departmental guidelines, Buyers may use criteria other than price to evaluate offers. Accordingly, please note that, unless otherwise specified in the Buy Terms, below, to the extent required by applicable regulations and/or guidelines, award will be made to the responsible Seller whose offer conforming to the solicitation will be most advantageous to the Buyer on the basis of price, technical capability, delivery, and past performance. A Site Visit will be conducted for this requirement on Wednesday June 14 2022 at 10am EST. Although a site visit isn?t necessarily mandatory, it is highly encouraged in order to have the proper visuals for bidding. Selfridge Base Access Request Form attached. In accordance with DFARS 252.232-7003, ""Electronic Submission of Payment Requests and Receiving Reports"", the contractor shall submit their payment request electronically using the WAWF. The WAWF website is located at https://wawf.eb.mil. There is no charge to use WAWF. Contractors must register to use WAWF at this website and ensure an electronic business point of contact (POC) is designated in the System for Award Management (SAM) site at https://sam.gov/SAM/ within ten (10) calendar days after award of this contract. Contractor training is available at the website home page under ""about WAWF"". Contractors may contact the WAWF Customer Support for assistance toll free at 866-618-5988; commercial: 801-605-7095;Fax commercial: 801-605-7453 or CSCASSIG@CSD,DISA.MIL. The following Defense Federal Acquisition Regulations Supplement (DFARS) provisions and clauses apply to this solicitation: 252.203-7005 Representation Relating to Compensation of Former DOD officials 252.204-7004, Alternate A 252.212-7001 (Dev), Contract Terms and Conditions Required to Implement Applicable to Defense Acquisitions of Commercial Items (Deviation) 252.204-7011 Alternative Line Item Structure 252.217-7019 ALT I, Sanitary Conditions-Alternate I 252.217-7022, Code Dating 252.217-7023, Marking 252.223-7006, Prohibition on Storage and Disposal of Toxic and Hazardous Materials 252.232-7003, Electronic Submission of Payment Requests 252.225-7000 Buy American Statute-Balance of Payments Program Certificate 252.243-7002, Requests for Equitable Adjustment 252.246-7000, Material Inspection and Receiving Report The following FAR Provisions and Clauses apply to this acquisition: 52.203-3, Gratuities 52.203-6 ALT I, Restrictions of Subcontractor Sales to the Government 52.204-4, Printed or Copied-Double Sided on Recycled Paper 52.204-7, Central Contractor Registration 52.204-9, Personal Identity Verification of Contractor Personnel 52.211-6 Brand Name or Equal 52.211-16, Variation in Quantity (25% Increase/25% Decrease) 52.212-1, Instructions to Offerors-Commercial Items 52.212-2, Evaluation-Commercial Items (Evaluation factors being price and past performance with each being equally considered in the evaluation process) 52.212-3 ALT I, Offeror Representation and Certifications-Commercial Items Alternate I 52.212-4, Contract Terms and Conditions-Commercial Items 52.212-5 (Dev), Contract Terms and Conditions Required to Implement Statutes or Executive Orders-Commercial Items (Deviation) 52.219-4, Notice of Price Evaluation Preference for HUBZone Small Business Concerns 52.222-3, Convict Labor 52.222-19, Child Labor - Cooperation with Authorities and Remedies 52.222-21, Prohibition of Segregated Facilities 52.222-26, Equal Opportunity 52.222-35, Equal Opportunity for Special Disabled Veterans, Veterans of the Vietnam Era, and other Eligible Veterans 52.222-36, Affirmative Action for Workers with Disabilities 52.222-37, Employment Reports on Special Disabled Veterans, Veterans of the Vietnam Era and Other Eligible Veterans 52.225-13, Restrictions on Certain Foreign Purchases 52.232-33, Payment by Electronic Funds Transfer - Central Contractor Registration 52.233-2, Service of Protest 52.232-18 Availability of Funds 52.233-3, Protest after Award 52.233-4, Applicable Law for Breach of Contract Claim 52.247-34, F.O.B. Destination 52.252-1, Solicitation Provisions Incorporated By Reference 52.252-2, Clauses Incorporated By Reference 52.252-6, Authorized Deviations in Clauses A copy of FAR Clause 52.212-3 with Alt I, Contractor Representations and Certifications - Commercial Items, must be completed and submitted with quotation. A copy is available at http://www.arnet.gov.far/. By submission of a quote, offeror acknowledges the requirement that a prospective awardee must be registered in SAM prior to award, during performance, and through final payment of any contract resulting from this RFQ. Quotes valid through 30 September 2022 are requested. The contractor shall submit warranty terms and conditions with their submitted quote. The request for quote is for pricing only. Funds are not presently available for this Requirement. The Government's obligation under this requirement is contingent upon the availability of appropriated funds from which contract award can be made. Quotes valid through 30 September 2022 are requested. Vendors must follow FAR 52.204-25 Prohibition on Contracting for Certain Telecommunications and Video Surveillance Services or Equipment. Vendors must follow FAR 52.204-24 Representation Regarding Certain Telecommunications and Video Surveillance Services or Equipment."
" Trades and Subcontracts: Machinist, Fabrication and Welding Bids",MI,Sources Sought for Compaction And Earthmoving Equipment Service Life Extension Program (SLEP),Federal,,Department of Defense,"Jul 5, 2022",Department of Defense,https://sam.gov/opp/55dd1a9dda1f441cb4f66b6fab5393fc/view,"W56HZV-22-R-0103    		    		 ",Purchasing,,703-695-7145,elaine.o.nelson.civ@army.mil,,"The U.S. Army is seeking information to assess the availability of?sources to meet the Government's requirement for the Service Life?Extension Program (SLEP) on Vibratory (Vibe) Rollers I (NSN 3895-01-456-2733), Vibe II (NSN 3895-01-456-2735), and Vibe III (NSN 3895-01-456-2734); High Speed Compactor (HSC) (NSN 3805-01-538-7811), Dual Steel Wheel Rollers (DSWR) (NSN 3895-01-396-2822), D7G Dozer (D7G) w/Winch Dozer (NSN 2410-01-223-7261), D7G w/Ripper Dozer (NSN 2410-01-223-0350), D7R w/Winch?Dozer (NSN 2410-01-565-2605), D7R w/ Ripper Dozer (NSN 2401-01-565-2603), T-5 Legacy Dozers (NSN 2410-01-565-2599), D9R Dozer (NSN 2410-01-503-4557), 613C Water Distributor (NSN 3825-01-497-0690), 613C Scraper (NSN?3805-01-497-0697), 621B Scraper (NSN 3805-01-153-1854), 621G (NSN 3805-01-550-7164), 130G Grader (NSN 3805-01-538-6850), 120M Type 1 (NSN 3805-01-560-2384), 120M Type 1A (Air Drop) (NSN 3805-01-643-4369), 130GNS Type 1 Non Sectionalized (NSN 3805-01-126-7894), M966H Type I Loader (NSN 3805-01-533-1857), M966H Type II Loader (NSN 3805-01-533-1853), 924G Loader (NSN 3805-01-533-1768), 924H Loader (NSN 3805-01-570-6666), D6K Type 1 w/Winch (NSN 2410-01-565-2600) and D6K Type 2 w/Ripper (NSN 2410-01-565-2599)."
" Infrastructure: Marine, Ports, Dredging, Dams Bids",AL,W9127822B0005 AM01,Federal,,Department of Defense,"Jun 17, 2022",Department of Defense,https://sam.gov/opp/43f385275d8f410f8f883d60226b61cd/view,"W9127822B0005    		    		 ",Purchasing,,703-695-7145,CHANDA.D.STRENTH@USACE.ARMY.MIL,,"Indefinite Delivery Indefinite Quantity (IDIQ) Single Award Task Order Contract (SATOC), for 24 Inch Cutterhead Pipeline Dredge for Dredging in Alabama, Florida, and Mississippi. *Visit 'https://piee.eb.mil/sol/xhtml/unauth/search/oppMgmtLink.xhtml?solNo=W9127822B0005' to obtain more details.*"
" Infrastructure: Marine, Ports, Dredging, Dams Bids",AL,"Total Small Business Set-Aside (FAR 19.5): Lake Martin Support (Maxwell AFB, AL)",Federal,,Department of Defense,"Jun 9, 2022",Department of Defense,https://sam.gov/opp/97c6f3b1db6849b99acc2dd33cec604f/view,"FA330022Q0021    		    		 ",Purchasing,,703-695-7145,darrell.ladnier@us.af.mil,,"1. ???????? DESCRIPTION OF AGREEMENT: Contractor shall furnish all supplies or services, if and when requested by the contracting officer (or the authorized representative of the contracting officer) during the established ordering period. 2. ??????? ORDERING PERIOD: 13 June 2022 ? 12 June 2027 3a.??????? LOWEST PRICED MODEL NUMBER: See labor and price table below. 3b.??????? HOURLY RATES: See labor and price table below. 4.????????? MAXIMUM ORDER*:? $25,000.00 *If the best value selection places your order over the Maximum Order identified in this catalog/pricelist, you have an opportunity to obtain a better schedule contract price. Before placing your order, contact the aforementioned contactor for a better price. The contractor may (1) offer a new price for this requirement (2) offer the lowest price available under this contract or (3) decline the order. A delivery order that exceeds the maximum order may be placed under the schedule contract in accordance with FAR 8.404. 5. MINIMUM ORDER (specified by contractor): _________________________________ 6. GEOGRAPHIC COVERAGE: Lake Martin Recreational Site Operation & Maintenance 225 Lafayette St E Dadeville, AL 36853 7. POINT(S) OF PRODUCTION: 8. DISCOUNT FROM LIST PRICES (if applicable): _________________________________ 9. QUANTITY DISCOUNT(S) if applicable: _______________________________________ 10. PROMPT PAYMENT TERMS if applicable:? ____________________________________ 11a.????? Government Purchase Cards must be accepted at or below the micro-purchase threshold. 11b?????? Government Purchase Cards ?are ?are not accepted above the micro-purchase threshold (CONTRACTOR TO SELECT ""ARE"" OR ""ARE NOT""). 12a.????? TIME OF DELIVERY: To be determined on a task order basis. 12b.???? URGENT REQUIRMENTS:????? Agencies can contact the Contractor's representative. Customers are encouraged to contact the contractor for the purpose of requesting accelerated delivery. 13.??????? FOB POINT: Destination 14a.????? ORDERING ADDRESS: Maxwell AFB, Alabama 36112 14b.????? ORDERING PROCEDURES: For supplies and services, the ordering procedures, information on Blanket Purchase Agreements (BPA's) are found in Federal Acquisition Regulation (FAR) 8.405-3 15. PAYMENT ADDRESS: Company Name: _____________________________________________________ Street 1: _________________________________________________________ Street 2: _________________________________________________________ City/ State/ Zip: ____________________________________________________ ????????????????????????????????????????????? 16. TERMS AND CONDITIONS OF GOVERNMENT PURCHASE CARD ACCEPTANCE: (CONTRACTOR TO LIST APPLICABLE INFO FOR THRESHOLDS ABOVE THE MICRO PURCHASE LEVEL) 17. TERMS AND CONDITIONS OF, MAINTENANCE, AND REPAIR (IF APPLICABLE): 18. TERMS AND CONDITIONS OF INSTALLATION (IF APPLICABLE): 19. TERMS AND CONDITIONS OF REPAIR PARTS INDICATING DATE OF PARTS PRICE LISTS AND ANY DISCOUNTS FROM LIST PRICES (IF AVAILABLE): 20.?????? TERMS AND CONDITIONS FOR ANY OTHER SERVICES (IF APPLICABLE): 21. PREVENTIVE MAINTENANCE (IF APPLICABLE): 22. NOTIFICATION REGARDING REGISTRATION IN SYSTEM FOR AWARD MANAGEMENT (SAM) DATABASE: ?Complete and Current ?Not Complete or Current Attachments: Attachment 1 ? Statement of Objectives (SOO) Attachment 2 ? Price List Attachment 3 - Clausses and Provisions?"
" Infrastructure: Marine, Ports, Dredging, Dams Bids",AL,W9127822B0005,Federal,,Department of Defense,"Jun 17, 2022",Department of Defense,https://sam.gov/opp/52f5af14d634479192d1b83270495ca9/view,"W9127822B0005    		    		 ",Purchasing,,703-695-7145,CHANDA.D.STRENTH@USACE.ARMY.MIL,,"Indefinite Delivery Indefinite Quantity (IDIQ) Single Award Task Order Contract (SATOC), for 24 Inch Cutterhead Pipeline Dredge for Dredging in Alabama, Florida, and Mississippi. *Visit 'https://piee.eb.mil/sol/xhtml/unauth/search/oppMgmtLink.xhtml?solNo=W9127822B0005' to obtain more details.*"
" Infrastructure: Marine, Ports, Dredging, Dams Bids",AL,"Total Small Business Set-Aside (FAR 19.5) PROJECT NO. 17378557 DREDGE MOORING AREA AT U.S. COAST GUARD SECTOR MOBILE, ALABAMA",Federal,,Department of Homeland Security,"Jun 16, 2022",Department of Homeland Security,https://sam.gov/opp/2ee877ae917e4d12a990129348e18f15/view,"70Z08222B(17378557)    		    		 ",Purchasing,,202-447-5478,Ada.M.Hoggard@uscg.mil,,"THIS PROJECT IS SET ASIDE FOR TOTAL SMALL BUSINESS CONCERNS ___________________________________________________________________________________ SOURCES SOUGHT: THIS IS ONLY A SURVEY OF THE MARKET TO DETERMINE IF THERE ARE POTENTIAL CONTRACTORS THAT CAN SATISFY THE FOLLOWING REQUIREMENT:? PROJECT NO. 17378557 DREDGE MOORING AREA AT U.S. COAST GUARD SECTOR MOBILE, ALABAMA? The work includes furnishing all labor, supervision, equipment, materials, and tools to dredge and dispose of dredge sediment from the boat slip (Zone 4) at U.S. Coast Guard Sector Mobile, Alabama. The work includes conducting a pre and post-dredge hydrographic survey, mobilization, demobilization and to Dredge an estimated quantity of 6,000 cubic yards of material by mechanical means and transport the dredge sediment to Chastang Landfill, Mt. Vernon, AL.? The total performance period will be one-hundred twenty (120) calendar days.? The estimated value of this procurement is between $500,000 and $5,000,000. The applicable North American Industry Class System (NAICS) 2017 code is 237990 ? Other Heavy and Civil Engineering Construction. The small business size standard has an annual gross receipt of $30 million.? Bid, Payment, and Performance Bonds are REQUIRED.?? The following are tentative dates for this project:?? ?Solicitation Issued: June 2022? Bid Opening: July 2022? Contract Performance Completion: December 2022? The solicitation and plans in its entirety and any amendments will be available at no charge online at https://sam.gov under the above solicitation number.? The U.S. Coast Guard is considering whether or not to set aside this acquisition for Women-Owned (WOSB), HUBZone, Service-Disabled Veteran-Owned Small Business (SDVOSB) or Small Business concerns.? At present, this acquisition is expected to be issued as a Small Business Set-Aside. However, in accordance with FAR 19.1303, FAR 19.1403, and FAR 19.1505, if your firm is HUBZone certified, Service-Disabled Veteran-Owned Small Business (SDVOSB), or Women-Owned Small Business (WOSB) and intends to submit an offer for this acquisition, please respond via email to Ada.M.Hoggard@uscg.mil with ?Sources Sought Project No. 17378557 Dredge Mooring Area at U.S. Coast Guard Sector Mobile, Alabama? in the subject line.?? Please reference the above project number in all correspondence pertaining to this project. Your response MUST include the following: (a) a positive statement of intent to submit a bid for this solicitation as a prime contractor; (b) a statement identifying you are a certified small business designation; (c) evidence of experience with work similar in type and scope to include contract numbers, project titles, dollar amounts, points of contact, and telephone numbers; (d) evidence of bonding capability to the maximum magnitude of the project, to include both single and aggregate totals; (e) business set-aside; (f) DUNS. Contractors are reminded that should this acquisition become a set aside concern, the following FAR Clauses will apply: FAR 52.219-3 Notice of Total HUBZone Set-Aside; FAR 52.219-27 Notice of Service-Disabled Veteran-Owned Small Business Set-Aside; FAR 52.219-29 Notice of Set-Aside for, or Sole Source Award to Economically Disadvantaged Women-Owned Small Business.?? Responses are required no later than 9 May 2022 at 4:00 PM EST. All of the above MUST be submitted in sufficient detail for a decision to be made on a HUB Zone, Service-Disabled Veteran-Owned Small Business, or Economically Disadvantaged Women-Owned Small Business set aside. ?"
