category_id,state,title,type,naic_code,buyer,deadline,agency,contract_link,notice_id,purchasing_department,contact_office_name,contact_officer_number,contact_officer_email,keywords,description
" Equipment: Machinery, Small Equipment, Mower Bids",MD,"Unloading Station, Floor Mount, Level lllA",State/Local,,"Baltimore County, Maryland","Jun 15, 2022","Baltimore County, Maryland",https://www.baltimorecountymd.gov/departments/budfin/purchasing/currentsolicitations.html,"Q-994    		 ",Purchasing,,410-887-4637,,,This solicitation is for a one-time purchase of floor mounted weapon unloading stations.
" Equipment: Machinery, Small Equipment, Mower Bids",MD,"COOLER, FLUID, INDUSTRIAL",Federal,,Department of Homeland Security,"Jun 6, 2022",Department of Homeland Security,https://sam.gov/opp/494d59c0da67407b9e0dbfb69e4559c8/view,"70Z08522Q40299B00    		    		 ",Purchasing,,202-447-5478,Kimberly.K.Borroni@uscg.mil,,"THE USCG SURFACE FORCES LOGISTICS CENTER, HAS A REQUIREMENT TO PROCURE THE ITEM NOTED BELOW. QUOTES MAY BE SUBMITTED BY EMAIL TO Kimberly.K.Borroni@uscg.mil THE CLOSING DATE AND TIME FOR RECEIPT OF QUOTE IS 6/6/2022, 1200pm EST. **PLEASE COMPLETE IN ENTIRETY** ***NOTE*** THIS IS A BRAND NAME REQUIREMENT for one (01) line items*** This is a combined synopsis/solicitation for commercial items prepared in accordance with the format in Subpart 12.6, as supplemented with additional information included in this notice. This announcement constitutes the only solicitation; proposals are being requested and a written solicitation will not be issued. The NAICS code for this solicitation is 423830. This synopsis/solicitation is issued pursuant to FAR 6.203-1 and HSAM 3006.302-1. The resultant purchase order will be awarded using simplified acquisition procedures in accordance with FAR 13.5. This acquisition is _X_ unrestricted __set aside: ___% for: ___ small business All responsible sources may submit a quotation, which if timely received, shall be considered by the Agency. Companies must have valid UEI and be registered with System for Award Management (SAM) and shall provide the company Tax Information Number (TIN) with their offer. ITEM 1 NSN:????????????????????????? ???4420-01-484-1231 DESCRIPTION:???????????? COOLER, FLUID, INDUSTRIAL PART NUMBER:???????? ??4W-4632 ALTERNATE P/N:???? MFG: ????????????????????????CATERPILLAR INC. QUANTITY:? 3 EA????????????? UNIT PRICE: ___________?????? TOTAL:___________????? INDIVIDUAL PACK??????????? YES_______???????????????? NO________ BAR-CODING??????????????????? YES_______???????????? ????NO________ DESCRIPTIVE/ SPEC DATA:? HEAT EXCHANGER GROUP, SEAWATER, USED ONBOARD 225' ""B"" WLB COAST GUARD VESSELS. STANDARD CATERPILLAR PACKAGING IS ACCEPTABLE, HOWEVER MUST BE MARKED IAW MIL-STD- 129R. MARKING IAW MIL-STD-129R EXCEPT BAR CODED IAW ISO/IEC-16388-2007, CODE 39 SYMBOLOGY. ITEM MUST BE PURCHASED FROM AN AUTHORIZED FULL SERVICE CATERPILLAR DEALER PRESERVATION, PACKAGING & MARKING SHALL BE IN ACCORDANCE WITH SPECIFICATIONS: SEE DESCRIPTIVE SPECIFICATION DATA PAGE DATED: 04/26/22. PACK AND MARK INDIVIDUALLY EARLIEST/BEST DELIVERY: _______________ PAYMENT TERMS______________SMALLBUSINESS___YES __NO___ *TIN NO:______________________________________________ (Must fill in this item at all times) *UEI NO.: __________________________________ ACTIVE IN CENTRAL CONTRACTOR REGISTRATION (REQUIRED FOR AWARD ? SEE?? (www.sam.gov )_______YES? ________NO GSA CONTRACT?___YES __NO?????????? CONTRACT NUMBER:______________________ PART COVERED UNDER GSA Contract _____YES______NO_______NA Note: FOB Destination pricing is preferred to USCG Surface Forces Logistics Center RECEIVING ROOM BLDG #88, 2401 HAWKINS POINT ROAD, BALTIMORE, MD 21226 ?however, if item quoted is not FOB Destination, quotation must include a separate line item. ? * Estimated shipping charge: $_____________(MUST BE INCLUDED) ***PACKAGE ACKNOWLEDGMENT:***? Reviewed RFQ Package _______ Reviewed Payment Terms______ Reviewed Shipping Requirements ______ Reviewed Packaging Requirements_______ Reviewed FAR Clauses__________ NOTE: DRAWINGS, SPECIFICATIONS OR SCHEMATICS MAY BE AVAILABLE FROM THIS AGENCY. PRESERVATION, PACKING, & MARKING SHALL BE IN ACCORDANCE WITH SPECIFICATIONS: AS NOTATED ABOVE WITH SPECIFIC ITEM It is anticipated that a purchase order shall be awarded as a result of this synopsis/solicitation. OFFERORS MUST SUBMIT THE FOLLOWING INFORMATION ON THEIR QUOTE: Disclosure: The Offeror under this solicitation represents that [Check one]: __ it is not a foreign incorporated entity that should be treated as an inverted domestic corporation pursuant to the criteria of (HSAR) 48 CFR 3009.104-70 through 3009.104-73; __ it is a foreign incorporated entity that should be treated as an inverted domestic corporation pursuant to the criteria of (HSAR) 48 CFR 3009.104-70 through 3009.104-73, but it has submitted a request for waiver pursuant to 3009.104-74, which has not been denied; or __it is a foreign incorporated entity that should be treated as an inverted domestic corporation pursuant to the criteria of (HSAR) 48 CFR 3009.104-70 through 3009.104-73, but it plans to submit a request for waiver pursuant to 3009.104-74. (g) A copy of the approved waiver, if a waiver has already been granted, or the waiver request, if a waiver has been applied for, shall be attached to the bid or proposal. (End of provision) The following FAR Clauses provisions apply to this solicitation. FAR 52.212-1, Instructions to Offerors-Commercial Items (JAN 2016); FAR 52.212-3, Offeror Representations and Certifications-Commercial Items (APR 2016) with Alternate I. Offeror(s) must include a completed copy of FAR 52.212-3 with their quote. The following FAR Clauses apply to this solicitation. Offeror may obtain full text versions of these clauses electronically at www.ecfr.gov ?52.212-5 -- Contract Terms and Conditions Required to Implement Statutes or Executive Orders ? Commercial Items (Mar 2016) (14) (i) 52.219-6, Notice of Total Small Business Aside (Nov 2011) (15 U.S.C. 644). (18) 52.219-13, Notice of Set-Aside of Orders (Nov 2011) (15 U.S.C. 644(r)). (22) 52.219-28, Post Award Small Business Program Rerepresentation (Jul 2013) (15 U.S.C. 632(a)(2)). (25) 52.222-3, Convict Labor (June 2003) (E.O. 11755). (26) 52.222-19, Child Labor?Cooperation with Authorities and Remedies (Feb 2016) (E.O. 13126). (27) 52.222-21, Prohibition of Segregated Facilities (Apr 2015). (28) 52.222-26, Equal Opportunity (Apr 2015) (E.O. 11246). (30) 52.222-36, Equal Opportunity for Workers with Disabilities (Jul 2014) (29 U.S.C. 793). (33) (i) 52.222-50, Combating Trafficking in Persons (Mar 2015) (22 U.S.C. chapter 78 and E.O. 13627). (40) 52.223-18, Encouraging Contractor Policies to Ban Text Messaging while Driving (Aug 2011) (E.O. 13513). (41) 52.225-1, Buy American--Supplies (May 2014) (41 U.S.C. chapter 83). (44) 52.225-13, Restrictions on Certain Foreign Purchases (Jun 2008) (E.O.?s, proclamations, and statutes administered by the Office of Foreign Assets Control of the Department of the Treasury). (50) 52.232-33, Payment by Electronic Funds Transfer? System for Award Management (Jul 2013) (31 U.S.C. 3332). Title 48: Federal Acquisition Regulations??????????????????????????????????????????????????????????????? 3052.209-70???Prohibition on contracts with corporate expatriates The Contractor is responsible for the accuracy and completeness of the data within the SAM database, and for any liability resulting from the Government's reliance on inaccurate or incomplete data. To remain registered in the SAM database after the initial registration, the Contractor is required to review and update on an annual basis from the date of initial registration or subsequent updates its information in the SAM database to ensure it is current, accurate and complete. Contractors may obtain information on registration and annual confirmation requirements via the SAM accessed through https://www.acquisition.gov or by calling 866-606-8220, or 334-206-7828 for international calls. (End of Clause)"
" Equipment: Machinery, Small Equipment, Mower Bids",MD,"COOLER, FLUID, INDUSTRIAL",Federal,,Department of Homeland Security,"Jun 6, 2022",Department of Homeland Security,https://sam.gov/opp/fa5ac63e0c084dc29cb2310ea2ad7476/view,"70Z08522Q40299B00    		    		 ",Purchasing,,202-447-5478,Kimberly.K.Borroni@uscg.mil,,"THE USCG SURFACE FORCES LOGISTICS CENTER, HAS A REQUIREMENT TO PROCURE THE ITEM NOTED BELOW. QUOTES MAY BE SUBMITTED BY EMAIL TO Kimberly.K.Borroni@uscg.mil THE CLOSING DATE AND TIME FOR RECEIPT OF QUOTE IS 6/6/2022, 1200pm EST. **PLEASE COMPLETE IN ENTIRETY** ***NOTE*** THIS IS A BRAND NAME REQUIREMENT for one (01) line items*** This is a combined synopsis/solicitation for commercial items prepared in accordance with the format in Subpart 12.6, as supplemented with additional information included in this notice. This announcement constitutes the only solicitation; proposals are being requested and a written solicitation will not be issued. The NAICS code for this solicitation is 423830. This synopsis/solicitation is issued pursuant to FAR 6.203-1 and HSAM 3006.302-1. The resultant purchase order will be awarded using simplified acquisition procedures in accordance with FAR 13.5. This acquisition is _X_ unrestricted __set aside: ___% for: ___ small business All responsible sources may submit a quotation, which if timely received, shall be considered by the Agency. Companies must have valid UEI and be registered with System for Award Management (SAM) and shall provide the company Tax Information Number (TIN) with their offer. ITEM 1 NSN:????????????????????????? ???4420-01-484-1231 DESCRIPTION:???????????? COOLER, FLUID, INDUSTRIAL PART NUMBER:???????? ??4W-4632 ALTERNATE P/N:???? MFG: ????????????????????????CARTER MACHINERY COMPANY INC. QUANTITY:? 3 EA????????????? UNIT PRICE: ___________?????? TOTAL:___________????? INDIVIDUAL PACK??????????? YES_______???????????????? NO________ BAR-CODING??????????????????? YES_______???????????? ????NO________ DESCRIPTIVE/ SPEC DATA:? HEAT EXCHANGER GROUP, SEAWATER, USED ONBOARD 225' ""B"" WLB COAST GUARD VESSELS. STANDARD CATERPILLAR PACKAGING IS ACCEPTABLE, HOWEVER MUST BE MARKED IAW MIL-STD- 129R. MARKING IAW MIL-STD-129R EXCEPT BAR CODED IAW ISO/IEC-16388-2007, CODE 39 SYMBOLOGY. ITEM MUST BE PURCHASED FROM AN AUTHORIZED FULL SERVICE CATERPILLAR DEALER PRESERVATION, PACKAGING & MARKING SHALL BE IN ACCORDANCE WITH SPECIFICATIONS: SEE DESCRIPTIVE SPECIFICATION DATA PAGE DATED: 04/26/22. PACK AND MARK INDIVIDUALLY EARLIEST/BEST DELIVERY: _______________ PAYMENT TERMS______________SMALLBUSINESS___YES __NO___ *TIN NO:______________________________________________ (Must fill in this item at all times) *UEI NO.: __________________________________ ACTIVE IN CENTRAL CONTRACTOR REGISTRATION (REQUIRED FOR AWARD ? SEE?? (www.sam.gov )_______YES? ________NO GSA CONTRACT?___YES __NO?????????? CONTRACT NUMBER:______________________ PART COVERED UNDER GSA Contract _____YES______NO_______NA Note: FOB Destination pricing is preferred to USCG Surface Forces Logistics Center RECEIVING ROOM BLDG #88, 2401 HAWKINS POINT ROAD, BALTIMORE, MD 21226 ?however, if item quoted is not FOB Destination, quotation must include a separate line item. ? * Estimated shipping charge: $_____________(MUST BE INCLUDED) ***PACKAGE ACKNOWLEDGMENT:***? Reviewed RFQ Package _______ Reviewed Payment Terms______ Reviewed Shipping Requirements ______ Reviewed Packaging Requirements_______ Reviewed FAR Clauses__________ NOTE: DRAWINGS, SPECIFICATIONS OR SCHEMATICS MAY BE AVAILABLE FROM THIS AGENCY. PRESERVATION, PACKING, & MARKING SHALL BE IN ACCORDANCE WITH SPECIFICATIONS: AS NOTATED ABOVE WITH SPECIFIC ITEM It is anticipated that a purchase order shall be awarded as a result of this synopsis/solicitation. OFFERORS MUST SUBMIT THE FOLLOWING INFORMATION ON THEIR QUOTE: Disclosure: The Offeror under this solicitation represents that [Check one]: __ it is not a foreign incorporated entity that should be treated as an inverted domestic corporation pursuant to the criteria of (HSAR) 48 CFR 3009.104-70 through 3009.104-73; __ it is a foreign incorporated entity that should be treated as an inverted domestic corporation pursuant to the criteria of (HSAR) 48 CFR 3009.104-70 through 3009.104-73, but it has submitted a request for waiver pursuant to 3009.104-74, which has not been denied; or __it is a foreign incorporated entity that should be treated as an inverted domestic corporation pursuant to the criteria of (HSAR) 48 CFR 3009.104-70 through 3009.104-73, but it plans to submit a request for waiver pursuant to 3009.104-74. (g) A copy of the approved waiver, if a waiver has already been granted, or the waiver request, if a waiver has been applied for, shall be attached to the bid or proposal. (End of provision) The following FAR Clauses provisions apply to this solicitation. FAR 52.212-1, Instructions to Offerors-Commercial Items (JAN 2016); FAR 52.212-3, Offeror Representations and Certifications-Commercial Items (APR 2016) with Alternate I. Offeror(s) must include a completed copy of FAR 52.212-3 with their quote. The following FAR Clauses apply to this solicitation. Offeror may obtain full text versions of these clauses electronically at www.ecfr.gov ?52.212-5 -- Contract Terms and Conditions Required to Implement Statutes or Executive Orders ? Commercial Items (Mar 2016) (14) (i) 52.219-6, Notice of Total Small Business Aside (Nov 2011) (15 U.S.C. 644). (18) 52.219-13, Notice of Set-Aside of Orders (Nov 2011) (15 U.S.C. 644(r)). (22) 52.219-28, Post Award Small Business Program Rerepresentation (Jul 2013) (15 U.S.C. 632(a)(2)). (25) 52.222-3, Convict Labor (June 2003) (E.O. 11755). (26) 52.222-19, Child Labor?Cooperation with Authorities and Remedies (Feb 2016) (E.O. 13126). (27) 52.222-21, Prohibition of Segregated Facilities (Apr 2015). (28) 52.222-26, Equal Opportunity (Apr 2015) (E.O. 11246). (30) 52.222-36, Equal Opportunity for Workers with Disabilities (Jul 2014) (29 U.S.C. 793). (33) (i) 52.222-50, Combating Trafficking in Persons (Mar 2015) (22 U.S.C. chapter 78 and E.O. 13627). (40) 52.223-18, Encouraging Contractor Policies to Ban Text Messaging while Driving (Aug 2011) (E.O. 13513). (41) 52.225-1, Buy American--Supplies (May 2014) (41 U.S.C. chapter 83). (44) 52.225-13, Restrictions on Certain Foreign Purchases (Jun 2008) (E.O.?s, proclamations, and statutes administered by the Office of Foreign Assets Control of the Department of the Treasury). (50) 52.232-33, Payment by Electronic Funds Transfer? System for Award Management (Jul 2013) (31 U.S.C. 3332). Title 48: Federal Acquisition Regulations??????????????????????????????????????????????????????????????? 3052.209-70???Prohibition on contracts with corporate expatriates The Contractor is responsible for the accuracy and completeness of the data within the SAM database, and for any liability resulting from the Government's reliance on inaccurate or incomplete data. To remain registered in the SAM database after the initial registration, the Contractor is required to review and update on an annual basis from the date of initial registration or subsequent updates its information in the SAM database to ensure it is current, accurate and complete. Contractors may obtain information on registration and annual confirmation requirements via the SAM accessed through https://www.acquisition.gov or by calling 866-606-8220, or 334-206-7828 for international calls. (End of Clause)"
" Equipment: Machinery, Small Equipment, Mower Bids",MD,IMPRESSED CURRENT CATHODIC/ANODE ASSEMBLY,Federal,,Department of Homeland Security,"Nov 22, 2022",Department of Homeland Security,https://sam.gov/opp/ce1c7800249845268ed7bc5108ecc312/view,"70Z08022QAJ006    		    		 ",Purchasing,,202-447-5478,CHARLES.B.SHUGHRUE@USCG.MIL,,"The United States Coast Guard Surface Forces Logistics Center has a ???requirement and requesting quotations for the following part: Line: 1 NSN: ?5342 99-133-5325 COPPER ANODE 1 YEAR VESSEL CLASS WPC- 154 DESCRIPTIVE/ FRC SPEC DATA: ANODE, IMPRESSED CURRENT, CATHODIC / ANODE ASSEMBLY WITH NYLON / INSULATOR, O RING, FULL AND HALF BRASS. I YEAR COPPER ANODE USED IN THE SEA WATER COOLING PIPING FOR THE FRC. ANODE MEASURES 2.5"" IN DIAMETER X 9 INCHES LONG. INDIVIDUALLY PACKAGED IN ACCORDANCE WITH MILSTD-2073-1E METHOD 10, CUSHIONED AND PACKED IN AN APPROPRIATELY SIZED ASTM-D5118 SINGLE-WALL FIBERBOARD BOX. FAILURE TO MEET THE PACKING, PACKAGING, MARKING AND BARCODING REQUIREMENTS WILL RESULT IN WAREHOUSE REJECTION AND ITEMS WILL BE SHIPPED BACK TO VENDOR. MARKING IAW MIL-STD-129R EXCEPT BAR CODED IAW ISO/IEC-16388-2007, CODE 39 SYMBOLOGY MFG NAME: CATHELCO LTD PART_NBR: PAAZRRY037FT Quantity: ?TWO HUNDRED (200) EACH Subsititute parts are not acceptable.? It is anticipated that a non-competitive sole source purchase order shall be awarded as a result of this synopsis/solicitation.? It is the Government?s belief that CATHELCO LTD and/or their authorized distributors can obtain the required OEM parts. Concerns having the expertise and required capabilities to provide these items are invited to submit complete information discussing the same within two (02) calendar days from the day this notice is posted.? The data must include sufficient detail to allow the Coast Guard to evaluate the proposal relative to the requirements.? The information submitted must include a letter from the OEM verifying the offeror is an authorized distributor and verifying the OEM will supply OEM genuine OEM parts. The items are used on various US Coast Guard vessels. All items will be individually packaged and bar-coded in accordance with Coast Guard specification IAW SP-PP&M-001. Inspection and acceptance shall take place at Destination after verification of preservation, individual packaging and marking/bar coding requirements and confirmation of no damage during transit. Failure to comply with packaging requirements will result in rejection and nonpayment. Delivery shall be F.O.B. Destination to USCG Surface Forces Logistics Center, 2401 Hawkins Point Road, Baltimore MD 21126, Mark for: Receiving Room Bldg 88. Required delivery date: 10/08/2022 OR AS SOON AS POSSIBLE This is a combined synopsis/solicitation for a commercial item prepared in accordance with the format outlined in FAR Subpart 12.6, FAC 2021-06 July 12, 2021 ?and as supplemented with additional) information included in this notice. This announcement constitutes the only solicitation. Quotations are being requested and a written solicitation will not be issued. The NAICS code for this solicitation is 333999 and the business size standard is 750. The resultant purchase order will be awarded using simplified acquisition procedures in accordance with FAR 13.106 apply.? The U.S. Coast Guard intends to award on an all or none basis to a responsible offeror whose offer conforming to the solicitation will be the most advantageous to the Government.? Award will be lowest price technically acceptable.? The Coast Guard intends to award on a Firm Fixed Price Contract. ? All responsible sources may submit a quotation, which if timely received, shall be considered by the Agency. Companies must have valid DUNS numbers and be registered with SYSTEMS FOR AWARD MANAGEMENT (www.sam.gov) and shall provide the company Tax Information Number (TIN) with their offer. The closing date and time for receipt of quote is NOVEMBER 22, 2021, at 1:00 PM Eastern Standard Time OFFERORS MUST SUBMIT THE FOLLOWING INFORMATION ON THEIR QUOTE: Disclosure: The offeror under this solicitation represents that [Check one]: __ it is not a foreign incorporated entity that should be treated as an inverted domestic corporation pursuant to the criteria of (HSAR) 48 CFR 3009.104-70 through 3009.104-73; __ it is a foreign incorporated entity that should be treated as an inverted domestic corporation pursuant to the criteria of (HSAR) 48 CFR 3009.104-70 through 3009.104-73, but it has submitted a request for waiver pursuant to 3009.104-74, which has not been denied; or __it is a foreign incorporated entity that should be treated as an inverted domestic corporation pursuant to the criteria of (HSAR) 48 CFR 3009.104-70 through 3009.104-73, but it plans to submit a request for waiver pursuant to 3009.104-74. (g) A copy of the approved waiver, if a waiver has already been granted, or the waiver request, if a waiver has been applied for, shall be attached to the bid or proposal __HSAR 3052.209-70 Prohibition on contracts with corporate expatriates (June 2006) (End of provision) The following FAR Clauses provisions apply to this solicitation. FAR 52.212-1, Instructions to Offerors-Commercial Items (June 2016); FAR 52.212-3, Offeror Representations and Certifications-Commercial Items (June 2016) with Alternate I. Offeror(s) must include a completed copy of FAR 52.212-3 with their quote. The following FAR Clauses apply to this solicitation. Offerors may obtain full text versions of these clauses electronically at www.arnet.gov.; FAR 52.212-4, Contract Terms and Conditions-Commercial Items (May 2015); FAR 52.212-5, Contract Terms & Conditions Required to Implement Statutes or Executive Orders-Commercial Items (June ?2016). The following clauses listed within FAR ?52.209-10, Prohibition on Contracting with Inverted Domestic Corporations (Nov 2015), 52.233-3, Protest After Award (AUG 1996) (31 U.S.C. 3553), 52.233-4, Applicable Law for Breach of Contract Claim (OCT 2004) (Public Laws 108-77, 108-78 (19 U.S.C. 3805 note)52.212-5 are applicable: FAR 52.219-6 Notice of Total Small Business Set-Aside (Nov 2011)(15 U.S.C. 644), FAR 52.219-28, Post Award Small Business Program representation (Jul 2013)(15 U.S.C. 632(a)(2); FAR 52.222-3, Convict Labor (Jun 2003)(E.O. 11755); FAR 52.222-19 Child Labor-Cooperation with Authorities and Remedies (Feb ?2016) (E.O. 13126); FAR 52.222-21, Prohibition of Segregated Facilities (April 2015); FAR 52.222-26, Equal Opportunity (April 2015)(E.O. 11246); FAR 52.222-36, Equal Opportunity for workers with disabilities (July 2014); FAR 52.223-18 Contractor Policy to Ban Text Messaging while Driving (Aug 2011) (E.O. 13513); FAR 52.225.1 Buy American Act-Supplies (May 2014); FAR 52.225-3, Buy American Act-Free Trade Agreement (May 2014)(41 U.S.C. 10a-10d); FAR 52.225-13, Restrictions on Certain Foreign Purchases (Jun 2008); 52.232-33, Payment by Electronic Funds Transfer-Central Contractor Registration (July 2013)(31 U.S.C. 3332). The following items are incorporated as addenda to this solicitation: Copies of HSAR clauses may be obtained electronically at www.dhs.gov. CGAP 3042.302-90 Valuation Requirements for the Acquisition of Spare Parts Purchased for Inventory Control Points from HQ Contracts (OCT 2008). Copies of CGAP clauses may be obtained electronically at: www.uscg.mil/acquisition/procurement/pdf/CIM_4200_19H.pdf"
" Equipment: Machinery, Small Equipment, Mower Bids",MA,Loon Capture and Banding ,State/Local,,State of Massachusetts,"Nov 23, 2022",State of Massachusetts,https://www.commbuys.com/bso/external/bidDetail.sdo?docId=BD-18-1020-DCRCU-DC250-25636,"BD-18-1020-DCRCU-DC2    		 ",Purchasing,,617-720-3300,,,DCR 778 Loon Capture and Banding
" Equipment: Machinery, Small Equipment, Mower Bids",MA,Active Sub-Slab Depressurization System Installation Project,State/Local,,State of Massachusetts,"Jun 9, 2022",State of Massachusetts,https://www.commbuys.com/bso/external/bidDetail.sdo?docId=BD-22-1209-RE01-RED01-75735,"BD-22-1209-RE01-RED0    		 ",Purchasing,,617-720-3300,,,Project 22-010 Active Sub-Slab Depressurization System Installation Project
" Equipment: Machinery, Small Equipment, Mower Bids",MI,Snow Equipment 2022,State/Local,,Michigan Bid System,"Jun 15, 2022",Michigan Bid System,,"Bid    		 ",Several,,,,,"Snow Equipment 2022  	 06/15/2022"
" Equipment: Machinery, Small Equipment, Mower Bids",MI,Trailer Mounted Pressure Washer,State/Local,,State of Michigan,"Jun 9, 2022",State of Michigan,https://sigma.michigan.gov/webapp/PRDVSS2X1/AltSelfService,"220000000360    		 ",Purchasing Director,,517-335-0230,,,"Trailer Mounted Pressure Washer
RFQ -  591 -  220000000360


Transportation
RUTH THOLE

Request for Quotes(RFQ)

Closing On :    	6/9/22 3:00 PM EDT"
" Equipment: Machinery, Small Equipment, Mower Bids",MI,Postal Machine RFP,State/Local,,"Gratiot County, Michigan","Jun 6, 2022","Gratiot County, Michigan",https://www.gratiotmi.com/Bids.aspx,"2022-12    		 ",Purchasing,,989-875-5215,,,"Gratiot County Postal Machine RFP
Michigan
CalendarPublished 05/12/2022
ClockClosing 06/06/2022"
" Equipment: Machinery, Small Equipment, Mower Bids",MI,Mobile Surveillance Towers,State/Local,,"Detroit, Michigan","Jun 10, 2022","Detroit, Michigan",https://detroitmi.gov/departments/office-chief-financial-officer/ocfo-divisions/office-contracting-and-procurement/supplier-portal-information-and-instructions,"182325,1    		 ",Procurement,,313-224-4600,,,To provide two (2) mobile surveillance towers.
