category_id,state,title,type,naic_code,buyer,deadline,agency,contract_link,notice_id,purchasing_department,contact_office_name,contact_officer_number,contact_officer_email,keywords,description
" Supplies: Plumbing, Irrigation, Water Meters, Pipe, Valves Bids",CA,CAL FIRE Septic Pumping & Portable Toilet Rental,State/Local,,State of California,14-06-2022,State of California,https://caleprocure.ca.gov/event/3540/3CA05668,"3CA05668    		 ",Purchasing Division,,800-559-5529,jeff.kincaid@fire.ca.gov,,CAL FIRE Septic Pumping & Portable Toilet Rental (3CA05668)
" Supplies: Plumbing, Irrigation, Water Meters, Pipe, Valves Bids",CA,Bids for Irrigation Supplies,State/Local,,"Carson, California",09-06-2022,"Carson, California",,"IFB 22-36    		 ",Purchasing,,310-952-1758,,,"The City of Carson is requesting bids from qualified vendors for high efficiency sprinklers, nozzles, rotors, pop ups, and additional components to retrofit the current parks into a water efficient irrigation system. The full scope of work is listed in the Specified Scope of Services.

Shelly Root 310-830-7600 ext. 1231
sroot@carsonca.gov"
" Supplies: Plumbing, Irrigation, Water Meters, Pipe, Valves Bids",CA,Valve Actuators,State/Local,,State of California,13-06-2022,State of California,https://caleprocure.ca.gov/event/4440/0000023620,"0000023620    		 ",Purchasing Division,,800-559-5529,david.ulibarri@dsh.ca.gov,,Valve Actuators - RFQ# 21DU43
" Supplies: Plumbing, Irrigation, Water Meters, Pipe, Valves Bids",CA,"Assembly, Bowl and Impeller",State/Local,,"Los Angeles, California",09-06-2022,"Los Angeles, California",https://www.rampla.org/s/opportunity-details?id=0066g00003aTJt2AAG,"IFB 137308    		 ",Purchasing,,213-978-0781,,,"IFB 137308 - ASSEMBLY, BOWL AND IMPELLER"
" Supplies: Plumbing, Irrigation, Water Meters, Pipe, Valves Bids",CA,Quotes for Fabrication Parts,State/Local,,"Mountain View, California",09-06-2022,"Mountain View, California",,"R230199    		 ",(650) 968-5472,,650-903-6324,,,"Fabrication parts as needed for the period of 7/1/2022 through 6/30/2023.


Lazaro Cabrera 650-903-6292
Lazaro.Cabrera@mountainview.gov"
" Supplies: Plumbing, Irrigation, Water Meters, Pipe, Valves Bids",CA,Bids for Jones Mueller Valves and Mechanical Products,State/Local,,"Los Angeles County, California",14-06-2022,"Los Angeles County, California",https://doingbusiness.lacounty.gov/open-solicitations/,"RFB-IS-22200984    		 ",Purchasing,,213-974-2365,pgenov@isd.lacounty.gov,,JONES MUELLER VALVES AND MECHANICAL PRODUCTS - 3 YR CONTRACT
" Supplies: Plumbing, Irrigation, Water Meters, Pipe, Valves Bids",CA,Bids for Miscellaneous Inventory Gaskets,State/Local,,"Eastern Municipal Water District, California",07-06-2022,"Eastern Municipal Water District, California",http://www.emwd.org/vendors,"RFB 3495    		 ",Purchasing,,951-928-3777,,,"The purpose of this Request for Bid (RFB) is to solicit proposals, through a competitive process, for the purchase of Miscellaneous Gaskets for inventory. Material will be ordered on an as-needed basis."
" Supplies: Plumbing, Irrigation, Water Meters, Pipe, Valves Bids",CA,"Total Small Business Set-Aside (FAR 19.5): FY22-30812 Cable Set, Deluge Valve/Timing Box, Deluge Valve Timing Box",Federal,,Department of Defense,17-06-2022,Department of Defense,https://sam.gov/opp/f6847af1674b427ea724e1506bcd0344/view,"FY22-30812    		    		 ",Purchasing,,703-695-7145,karla.d.facio.civ@us.navy.mil,,"A Timing Box with cables to record the actuation of a Deluge Valve electrically.? The Deluge Valve Timing Box triggers the Deluge Valve on the Test Stand, and when the Flowmeter on the Timing Box sees 40 GPM then the Timing Box Shuts the Deluge Valve and records the Flow Rate and Time that the preceding took to complete.?"
" Supplies: Plumbing, Irrigation, Water Meters, Pipe, Valves Bids",CA,RFP for Water Meters,State/Local,,"San Diego, California",08-06-2022,"San Diego, California",,"10089854-22-W    		 ",Purchasing,,619-236-6000,,,"The City of San Diego (City) Public Utilities Department (PUD) is seeking a vendor to provide
Water Meters for Fire Service, Compound, Domestic, and Turbine connections in accordance
with the terms, conditions, and specifications of this Scope of Work.

Michael Warner 619-236-6154
mwarner@sandiego.gov"
" Supplies: Plumbing, Irrigation, Water Meters, Pipe, Valves Bids",CA,Quotes for Fire Service Detector Check Valves,State/Local,,"East Bay Municipal Utility District, California",22-06-2022,"East Bay Municipal Utility District, California",https://www.ebmud.com/download_file/view/11983/1811,"RFQ 2207A     		 ",Purchasing,,510-287-0454,,,"RFQ 2207A - Fire Service Detector Check Valves

John Grimes
510-287-0316
john.grimes@ebmud.com"
" Supplies: Plumbing, Irrigation, Water Meters, Pipe, Valves Bids",CA,RFP for Advanced Metering Infrastructure (AMI) System,State/Local,,"Santa Monica, California",10-06-2022,"Santa Monica, California",https://finance.smgov.net/doing-business/procurement/overview#toc-submit-your-bid-,"320    		 ",Purchasing Department,,310-458-8242,,,"The City of Santa Monica, (referred to hereafter as “the City”) is inviting proposals from contractors to provide a turnkey solution of a fully integrated Advanced Metering Infrastructure System (AMI). This shall include all the required equipment, installation, customer portal, implementation, training and integration of data into the City’s billing software, Harris NorthStar Customer Information System (Northstar). The new system will be capable of remotely reading water meters, via cellular technology, and transmit the information to a portal which will allow customers to monitor their real time water usage.

Ralph Valencia
Water/Wastewater Administrator
2500 Michigan Avenue
Building #1
Santa Monica, CA 90401
Email: ralph.valencia@santamonica.gov
Phone: (310) 458-8508"
