category_id,state,title,type,naic_code,buyer,deadline,agency,contract_link,notice_id,purchasing_department,contact_office_name,contact_officer_number,contact_officer_email,keywords,description
"Trades and Subcontracts: Plumbing, Piping, Fire Protection Service Bids",SC,RFQ for Plumbing Contractors,State/Local,,"Waccamaw Economic Opportunity Council, South Carolina",31-12-2022,"Waccamaw Economic Opportunity Council, South Carolina",http://www.weoc.org/agency/bids/index.html,44593,Purchasing,,843-234-4100,janice.wideman@weoc.org,,"Statement of Qualifications for HVAC, Electrical, & Plumbing Contractors in our Weatherization Program
Waccamaw EOC, Inc. is requesting sealed Statement of Qualifications from qualified HVAC, Electrical, and Plumbing Contractors for those wishing to pre-qualify to perform services in our Weatherization Program. This solicitation will remain open for the remainder of the 2022 year. Interested vendors should contact Mrs. Janice Wideman at 843-234-4100 ext. 227 for specifications/paperwork or see our website at www.weoc.org."
"Trades and Subcontracts: Plumbing, Piping, Fire Protection Service Bids",TN,Fire Extinguisher Service,State/Local,,"Memphis, Tennessee",04-05-2022,"Memphis, Tennessee",https://www.memphistn.gov/wp-content/uploads/2022/04/4.19-20.-2022.pdf,RFQ #71592,Purchasing,,901-576-6683,,,"RFQ #71592
FIRE EXTINGUISHER SERVICE"
"Trades and Subcontracts: Plumbing, Piping, Fire Protection Service Bids",TX,Fire Extinguisher Annual Inspection & Maintenance,State/Local,,2022-0132-AC,10-05-2022,2022-0132-AC,"Tue, May 10th 2022, 00:00",972-941-7557,Purchasing,,,tbester@plano.gov,,"Request for Bid
Status Issued
Number 2022-0132-AC (Fire Extinguisher Annual Inspection & Maintenance)
Issue Date & Time 4/26/2022 02:00:05 PM (CT)
Close Date & Time 5/10/2022 02:00:00 PM (CT)
Time Left 13 days 6 minutes 8 seconds
Notes
The City of Plano is soliciting bids for the annual inspection and maintenance of portable fire extinguishers.

Questions must be submitted electronically through IonWave at planotx.ionwave.net. No questions will be answered over the phone or through email.

The preferred method for proposal submission is electronically through IonWave. If you choose to submit your bid/proposal in person, Purchasing personnel will be available Mondays and Wednesdays between the hours of 10 a.m. and 1 p.m. The person delivering the bid/proposal must call (972) 941-7557 upon arrival during those hours and wait in the lobby for someone to meet them to receive their bid/proposal. Responses delivered in person are to be delivered in a sealed envelope to the Purchasing Department at:

City of Plano Purchasing Department
1520 K Avenue
Plano, TX 75074
Ph: (972) 941-7557

All responses are due prior to the published closing date and time. No late responses will be accepted.

Time Critical Bid/Proposal Deliveries: The City of Plano cannot guarantee, due to internal procedures, that any bids/proposals sent via US mail will be picked up and delivered by the closing date and time. It is recommended that critical bid/proposal deliveries be made either electronically through IonWave or in person as described above. It is further recommended that users review all electronic response attachments to ensure the uploaded files are able to be downloaded and viewed. Instructions for this, if needed, can be found in the Supplier Bid Response Quick Tutorial online in Ionwave or by calling Ionwave Support at 866-277-2645. Responses or parts of a response whether hardcopy or electronic that cannot be viewed may deem your submittal as non-responsive. In addition, the City reserves the right to request clarification in such cases.
Contact Information
Name Tonya Bester
Address 1520 K Avenue
Plano, TX 75074 USA
Phone
Fax
Email tbester@plano.gov"
"Trades and Subcontracts: Plumbing, Piping, Fire Protection Service Bids",TX,RFP for Inspection and Maintenance of Fire Extinguishers and Kitchen Fire Suppression Systems,State/Local,,"Carrizo Springs Cons Independent School District, Texas",11-05-2022,"Carrizo Springs Cons Independent School District, Texas",https://www.cscisd.net/cms/lib4/TX50000571/Centricity/Domain/25/WEBSITE%20RFP22-0505%20FIRE%20EXTINGUISHERS%20AND%20FIRE%20SUPPRESSION%20SYS%201of2.pdf,RFP NO 22-0505,Purchasing,,830-876-3503,INSPECTION & MAINTENANCE OF FIRE EXTINGUISHERS AND KITCHEN FIRE SUPPRESSION SYSTEMS,,
"Trades and Subcontracts: Plumbing, Piping, Fire Protection Service Bids",TX,RFP for Plumbing Services,State/Local,,"Carrollton-Farmers Branch Independent School District, Texas",10-05-2022,"Carrollton-Farmers Branch Independent School District, Texas",https://cfbpurchasing.com/Bids/opportunities.html,RFP 2022-04-017,Purchasing,,972-968-6334,,,Plumbing Services
"Trades and Subcontracts: Plumbing, Piping, Fire Protection Service Bids",TX,Webberville Park Hydrant Pump Installation,State/Local,,"Travis County, Texas",24-05-2022,"Travis County, Texas",https://www.traviscountytx.gov/purchasing/solicitation,2204-004-RJ,Purchasing,,512-854-9700,2204-004-RJ,,"May 24, 2022 2:00:00 PM CDT"
"Trades and Subcontracts: Plumbing, Piping, Fire Protection Service Bids",TX,Plumbing Services,State/Local,,"Fort Worth, Texas",05-05-2022,"Fort Worth, Texas",https://supplier.fortworthtexas.gov/psc/finprd/SUPPLIER/ERP/c/SCP_PUBLIC_MENU_FL.SCP_PUB_BID_CMP_FL.GBL?PAGE=SCP_PUB_BIDLST_DFL_PG&BUSINESS_UNIT=CFW01&AUC_ID=22-0110&AUC_ROUND=1&AUC_VERSION=3&_gl=1*ns91lk*_ga*MzY2MDg1Mzk0LjE2NTA1NDk3MjY.*_ga_R90X60M8G9*MTY1MDU0OTcyNS44LjEuMTY1MDU1MDA0Mi4w,22-0110,Purchasing,,817-392-8360,fmspurchasingresponses@fortworthtexas.gov,,"ITB Plumbing Services
Closing date May 05, 2022, 01:30 PM
Reference number22-0110
StatusOpen
SummaryThe City of Fort Worth seeks bids to finalize an Agreement for plumbing services for the Water Department on an ""as needed"" basis."
"Trades and Subcontracts: Plumbing, Piping, Fire Protection Service Bids",TX,Fire and Smoke Door Inspection and Maintenance,State/Local,,"JPS Health Network, Texas",17-05-2022,"JPS Health Network, Texas",https://www.jpshealthnet.org/rfp/fire-and-smoke-door-inspection-and-maintenance,817-921-3431,Purchasing,,,,,"Fire and Smoke Door Inspection and Maintenance May 17, 2022 - 2:00 pm"
"Trades and Subcontracts: Plumbing, Piping, Fire Protection Service Bids",TX,Fire Hydrant Maintenance,State/Local,,"Frisco, Texas",12-05-2022,"Frisco, Texas",https://friscotexas.com/opportunities/64498,2202-039,Purchasing,,972-292-5541,,,"Reference #: 2202-039. Name: Fire Hydrant Maintenance
Description: The City is soliciting bids for fire hydrant maintenance services. This contract will allow a portion of the Cityís internal maintenance programs to be performed by contracted services. Project closes May 12, 2022 2:00 PM CDT."
"Trades and Subcontracts: Plumbing, Piping, Fire Protection Service Bids",TX,Fire Alarm System Replacements - 16,State/Local,,State of Texas 2,18-05-2022,State of Texas 2,http://www.txsmartbuy.com/esbddetails/view/X0026316-KM,X0026316-KM,,,,Kenneth.maze@glo.texas.gov,,"Fire Alarm System Replacements at the Alfredo Gonzalez Texas State Veterans Home in McAllen, Texas
Solicitation ID: X0026316-KM
Status: Posted
Contact Name: Kenneth Maze
Contact Number: 512-475-3504
Contact Email: Kenneth.maze@glo.texas.gov
Response Due Time: 2:00 PM
Response Due Date: 5/18/2022
Agency/Texas SmartBuy Member Number: 305
Solicitation Description:
The Texas General Land Office (ìGLOî) and the Veterans Land Board (ìVLBî) (collectively the ìGLO/VLBî) seek a highly skilled contractor to replace the fire alarm system at the Alfredo Gonzalez Texas State Veterans Home (the ìHomeî) in McAllen, Texas (the ìProjectî).
Texas State Veterans Homes (ìTSVHî) are for the benefit and recognition of Texas Veteran s who have served in the United States Armed Forces and who now require skilled nursing care. Each TSVH is a fully occupied skilled nursing facility; the selected Contractor shall minimize disturbance to residents during performance of the Project.
The GLO/VLB will consider proposals from business entities that demonstrate the ability to complete the Project in accordance with the Construction Documents, guidelines of this Solicitation, and all applicable federal, state, and local laws, rules, and regulations. Respondents must execute Exhibit A, Affirmations and Solicitation Acceptance, Exhibit B, Federal Affirmations, and complete other items listed on the Submission Checklist to be considered. Additional information on the GLO/VLB and its programs can be found at http://www.glo.texas.gov."
