category_id,state,title,type,naic_code,buyer,deadline,agency,contract_link,notice_id,purchasing_department,contact_office_name,contact_officer_number,contact_officer_email,keywords,description
"Supplies: Signs, Wayfinding, Signage (Interior, Exterior) Bids",FL,Street Signs - Internally Illuminated Edge-Lit Street Name Overhead Signs,State/Local,,"Broward County, Florida",18-05-2022,"Broward County, Florida",https://www.broward.org/Purchasing/SolicitationsAndResults/Pages/Default.aspx,OPN2123962B1,Purchasing,,954-357-6070,,,OPN2123962B1 Street Signs - Internally Illuminated Edge-Lit Street Name Overhead Signs
"Supplies: Signs, Wayfinding, Signage (Interior, Exterior) Bids",FL,"Signs, Traffic Control",State/Local,,"Palm Beach County, Florida",,"Palm Beach County, Florida",https://discover.pbcgov.org/purchasing/Pages/Business-Opportunities.aspx,"SIGNS, TRAFFIC CONTR",Purchasing,,561-616-6800,,,"SIGNS, TRAFFIC CONTROL, PURCHASE/DELIVERY OF, TERM CONTRACT, RFQ - 680 - c"
"Supplies: Signs, Wayfinding, Signage (Interior, Exterior) Bids",GA,On-Call Signage Services,State/Local,,"Atlanta, Georgia",01-06-2022,"Atlanta, Georgia",https://ssl.doas.state.ga.us/gpr/eventDetails?eSourceNumber=2266062RFP-S-1220321&sourceSystemType=doas,RFP-S-1220321,Purchasing,,404-330-6204,vnonyebuchi@AtlantaGa.Gov,,"This specification describes the guidelines and standards for the development of Directional, Identification, Information and Regulatory Signs. These signs are for the purpose of informing passengers and frequent airport users of wayfinding routes and identification of and within the airport facilities in accordance with the sign drawings and specifications provided."
"Supplies: Signs, Wayfinding, Signage (Interior, Exterior) Bids",GA,Airport Signage & Installation,State/Local,,"Savannah Airport Commission, Georgia",12-05-2022,"Savannah Airport Commission, Georgia",https://savannahairport.com/wp-content/uploads/2022/04/RFQ-2022-0008-Airport-Signage-Installation.pdf,RFQ 2022-0008,Purchasing,,912-964-0514,,,RFQ 2022-0008 Airport Signage & Installation
"Supplies: Signs, Wayfinding, Signage (Interior, Exterior) Bids",GA,Monument Signs,State/Local,,"Rockdale County, Georgia",12-05-2022,"Rockdale County, Georgia",https://ssl.doas.state.ga.us/gpr/eventDetails?eSourceNumber=227220022-12&sourceSystemType=doas,22-12,Purchasing Official,,770-929-4009,meagan.porch@rockdalecountyga.gov,,"The Rockdale County Board of Commissioners is soliciting sealed bids to furnish all labor, material, and equipment for Monument Signs for Various Locations for Rockdale County. Any questions and/or misunderstandings that may arise from this ITB must be submitted in writing to Meagan Porch at meagan.porch@rockdalecountyga.gov or to the Department of Finance at the address below. Submit questions and/or requests for clarifications regarding this ITB no later than 2:00 P.M., local time, Thursday, May 5, 2022. Written responses will be issued in an addendum. It is the bidderís responsibility to check the Rockdale County website at www.rockdalecountyga.gov, Bid Opportunities, Current ITBs/RFPs for any addenda that may be issued, prior to submitting a bid for this ITB. There will be a MANDATORY Pre-Bid Conference held at the Rockdale County Auditorium, 903 North Main Street NW, Conyers, GA 30012 at 10:00 A.M., local time, Monday, April 18, 2022. Site Visits will follow this meeting. Any contractor who intends to submit a Bid is required to attend this meeting. Bids Submittals are due no later than 2:00 P.M., local time, Thursday, May 12, 2022, at the Department of Finance, 958 Milstead Avenue, Conyers, Georgia 30012. Any bid received after said time and date of bid opening will not be considered by OWNER. Bids will be publicly opened and read aloud at this time and location; however, bidders are not required to attend bid opening. Rockdale County reserves the right to reject any or all bids."
"Supplies: Signs, Wayfinding, Signage (Interior, Exterior) Bids",HI,Metal A Frame Signs,State/Local,,"Hawaii County, Hawaii",12-05-2022,"Hawaii County, Hawaii","https://www.publicpurchase.com/gems/hawaiico,hi/buyer/public/publicInfo",RFQ #ckel.0,Purchasing Agent,,808-961-8231,,,"(zl) - METAL A-FRAME SIGNS, Apr 25, 2022 Apr 28, 2022 2 days 22 hours No Addendums"
"Supplies: Signs, Wayfinding, Signage (Interior, Exterior) Bids",IL,Ombudsman Billboards,State/Local,,State of Illinois,13-05-2022,State of Illinois,https://www.bidbuy.illinois.gov/bso/external/bidDetail.sdo?docId=22-402AGE-FINAD-B-29212&external=true&parentUrl=bid,22-402AGE-FINAD-B-29,Purchasing Director,,866-455-2987,,,Bid Number: 22-402AGE-FINAD-B-29212 Description: Ombudsman Billboards Bid Opening Date: 05/13/2022 09:00:00 AM
"Supplies: Signs, Wayfinding, Signage (Interior, Exterior) Bids",IL,Wayfinding Renovation,State/Local,,"Urbana, Illinois",19-05-2022,"Urbana, Illinois",https://www.urbanaillinois.us/Solicitation_2122-52,2122-52,Purchasing,,217-384-2466,,,"Invitation to Bid: Urbana City Building Wayfinding Renovation (Solicitation #2122-52)
Submitted by LorriannaB on April 26, 2022 - 2:15pm
Date:
April 26, 2022 - 8:00am to May 19, 2022 - 2:00pm

The City of Urbana, Illinois will be accepting sealed bids for Urbana City Building Wayfinding Renovations at 400 South Vine Street, Urbana Illinois.

Bids will be received at the Office of the Director of Public Works, 706 South Glover Avenue, Urbana, Illinois 61802, for: Urbana City Building Wayfinding Renovation 400 South Vine Street, Urbana Illinois.

This project will be constructed under a single lump sum general contract. A complete set of documents will be available from Eastern Engineering Supply, 404 E. University Ave., Champaign, IL. 61820, https://easternengineering.com/champaign-il/, 217.359.3261.

Refundable Plan Deposit: $75 for each set of bid documents. Two (2) sets maximum, Additional sets may be purchased without refund. For Electronic sets of bid docs, contact Eastern Engineering."
"Supplies: Signs, Wayfinding, Signage (Interior, Exterior) Bids",IN,Exterior Signage,State/Local,,"Southern Indiana University, Indiana",,"Southern Indiana University, Indiana",https://www.usi.edu/procurement/competitive-bids-results,23-1-91366-03140,Purchasing,,812-464-8600,wolfe2@usi.edu,,"23-1-91366-03140
Exterior Signage

Clint Douhitt, Corbin Design
231-346-2268

clint@corbindesign.com

Jim Wolfe, USI

812-464-1782

wolfe2@usi.edu
"
"Supplies: Signs, Wayfinding, Signage (Interior, Exterior) Bids",LA,Two Year Contract for a Supply of Reflective Sheeting,State/Local,,State of Louisiana,12-05-2022,State of Louisiana,https://wwwcfprd.doa.louisiana.gov/osp/lapac/srchopen.cfm?deptno=all&catno=all&dateStart=04%2F27%2F2022&dateEnd=04%2F27%2F2022&compareDate=I&keywords=&keywordsCheck=all,JPP-50-00138079,Purchasing Agent,,225-342-8049,,,"JPP-50-00138079 Two Year Contract for a Supply of Reflective Sheeting for the
Jefferson Parish Traffic Engineering Division.
Original: JPP-50-00138079 04/27/2022 05/12/2022
2:00:00 PM CT"
