category_id,state,title,type,naic_code,buyer,deadline,agency,contract_link,notice_id,purchasing_department,contact_office_name,contact_officer_number,contact_officer_email,keywords,description
" Equipment: Auto, OEM Parts, Vehicle Accessories Bids",AL,"Truck Liner	",State/Local,,State of Alabama,"Jun 9, 2022",State of Alabama,https://www.alabamabuys.gov/page.aspx/en/rfp/request_browse_public,"SRC0000008680    		 ",Purchasing,,334-242-7250,,,"SRC0000008680	Conservation/Parks/Gulf-Truck Liner	Open for Bidding		6/9/2022"
" Equipment: Auto, OEM Parts, Vehicle Accessories Bids",AL,Tahoe 2017 Windshield ,State/Local,,State of Alabama,"Jun 7, 2022",State of Alabama,https://www.alabamabuys.gov/page.aspx/en/rfp/request_browse_public,"SRC0000008679    		 ",Purchasing,,334-242-7250,,,"SRC0000008679	Tahoe 2017 Windshield 22031R0596	Open for Bidding		6/7/2022"
" Equipment: Auto, OEM Parts, Vehicle Accessories Bids",AL,"Truck Liner	",State/Local,,State of Alabama,"Jun 9, 2022",State of Alabama,https://www.alabamabuys.gov/page.aspx/en/rfp/request_browse_public,"SRC0000008680    		 ",Purchasing,,334-242-7250,,,"SRC0000008680	Conservation/Parks/Gulf-Truck Liner	Open for Bidding		6/9/2022"
" Equipment: Auto, OEM Parts, Vehicle Accessories Bids",AL,"45 O'Reilly 05.17.2022	",State/Local,,State of Alabama,Today ,State of Alabama,https://www.alabamabuys.gov/page.aspx/en/rfp/request_browse_public,"SRC0000008634    		 ",Purchasing,,334-242-7250,,,"SRC0000008634	45 O'Reilly 05.17.2022	Open for Bidding		6/6/2022"
" Equipment: Auto, OEM Parts, Vehicle Accessories Bids",AL,"Parts and Accessories, Automotive",State/Local,,State of Alabama,"Jun 7, 2022",State of Alabama,https://www.alabamabuys.gov/page.aspx/en/rfp/request_browse_public,"SRC0000008628    		 ",Purchasing,,334-242-7250,,,"SRC0000008628	Parts and Accessories, Automotive, 22031R0538	Open for Bidding		6/7/2022"
" Equipment: Auto, OEM Parts, Vehicle Accessories Bids",AZ,Fork Lift Parts And Service,State/Local,,"Maricopa County, Arizona","Jun 9, 2022","Maricopa County, Arizona",https://www.maricopa.gov/2190/Solicitations,"2305-016    		 ",Purchasing,,602-506-3011,,,"2305-016	Fork Lift Parts And Service (4K And 12K)		Jun 09, 2022 2:00:00 PM MST"
" Equipment: Auto, OEM Parts, Vehicle Accessories Bids",AZ,Total Small Business Set-Aside (FAR 19.5): Sources Sought F16 Tires,Federal,,Department of Defense,Today ,Department of Defense,https://sam.gov/opp/7eefc514826c455eb31d1a70c6273b5a/view,"F2UT052102AW02    		    		 ",Purchasing,,703-695-7145,richard.jimenez.11@us.af.mil,,"This Sources Sought Notice is for Market Research purposes only. The information submitted in response to the Sources Sought Notice will not be used to determine vendor standing in any future RFQ/RFP, nor will it be used to determine if a vendor is qualified to submit an RFQ/RFP for any future requirement. Vendors will not receive formal notification or feedback on any information submitted in response to this request. All future requirements solicited on a Government Point of Entry (GPE) will be evaluated independent of any information submitted in response to this notice. No vendor will be provided information on solicitations issued on a GPE based on this request. This Sources Sought Notice is associated with NAICS Code 326211 Tire Manufacturing (except Retreading). The Small Business size standard for this NAICS code is 1500 employees. Small businesses are invited to answer this market survey to determine market capabilities. 56 CONS at Luke AFB in Arizona is conducting market research to determine the existence of potential sources to provide 102 F16V Tires. See description below of tires that meet the specifications. Main gear wheel assembly: In accordance with TO SN1F-16CJ-2-32GS-00-1 Section 1.5.3 MLG Wheel Assemblies.? Each main gear wheel assembly has a (block 52+), ?27.75 x 8.75R14.5, 24-ply radial tire mounted on a single web, ring retained flange, forged aluminum wheel The nose tire is in the same TO ?SN1F-16CJ-32GS-00-1, para 1.5.2 ?which states? for our aircraft the size should be 17.9x6.7R8, 22-ply radial tire. In accordance with TO ?SN1F-16CJ-32GS-00-1 Para 1.5.2 NLG Wheel Assembly. The nose gear wheel assembly (Figure 1-37) has an (block 52) 18 x 5.7-8, 20-ply, (block 52+) 17.9 x 6.7R8, 22-ply radial tire mounted on a split-type forged aluminum wheel."
" Equipment: Auto, OEM Parts, Vehicle Accessories Bids",AZ,"Allison Transmissions - Maintenance, Repair, and Replacement",State/Local,,"Phoenix, Arizona","Jun 22, 2022","Phoenix, Arizona",https://solicitations.phoenix.gov/Solicitations/Details/1262,"IFB 23-FSD-017	    		 ",Purchasing Office,,602-262-7181,,,"IFB 23-FSD-017	
Allison Transmissions-Maintenance, Repair, and Replacement"
" Equipment: Auto, OEM Parts, Vehicle Accessories Bids",AZ,Total Small Business Set-Aside (FAR 19.5): 2340--3 Electric Club Cars,Federal,,Department of Veterans Affairs,Today ,Department of Veterans Affairs,https://sam.gov/opp/efa5b12a50d94743891d010fa5cb8487/view,"36C26222Q0996    		    		 ",Purchasing,,202-461-4300,ositadima.ndubizu@va.gov,,"1. This is a combined synopsis/solicitation for commercial services/items prepared in accordance with the format in FAR Subpart 12.6 in conjunction with FAR Part 13, as supplemented with additional information included in this notice. This announcement constitutes the only solicitation; quotes are being requested and a separate written solicitation will not be issued. 1.a. Project Title: Electric Club Car 1.b. Description: VA Tucson Healthcare System is seeking a contractor to provide three Electric Club Cars with cargo box. 1.c. Project Location: VA Tucson Healthcare System, 3601 S. 6th Ave. Tucson AZ, 85723 1.d. Solicitation Type - Number: Request for Quotes (RFQ) - 36C26222Q0996. 1.e. Set Aside: This solicitation is issued as a Small Business set aside. 1.f. Applicable NAICS code: 336991, Motorcycle, Bicycle and Parts Manufacturing. 1.g. Small Business Size Standard: 1000 employees 1.h. Type of Contract: Firm Fixed Price 1.i. Period of Performance: 120 days from award date. 1.j. Request for Information (RFI) should be submitted via email no later than 1pm PST Tuesday May 31th, 2022, to Ositadima.ndubizu@va.gov 2. Statement of Work 2.1. Objective. VA Tucson Healthcare System is seeking a contractor to provide three Electric Club Cars with cargo box. 2.2. Background. Engineering Service Line has various positions requiring employees to work in various sections of the hospital to fulfil workorder requests. This cart selected will allow the department to seat up to 2 passengers at a time if required. All Electric Club Cars must meet all federal motor shuttle safety standards (FMVS) requirements for street legal use. 2.3. Scope. Per National Highway Traffic Safety Administration (NHTSA) regulation, each Electric Golf Cart shall be equipped with: Headlamps, front and rear turn signal lamps, tail lamps, stop lamps, reflex reflectors one red on each side as far to the rear as practicable, and one red on the rear, Frame must be rustproof, corrosion-resistant aluminum, Body color white or beige, medium-duty vehicle, halogen headlights, horn, taillights, brake lights, dash compartment, governor and permanent roof, a windshield of AS-1 or AS-5 composition, that conforms to the American National Standard Institute s Safety Code for Safety Glazing Materials for Glazing Motor Shuttles Operating on Land Highways, Z-26.1-1977, January 28, 1977, as supplemented by Z26.1a, July 3, 1980 (incorporated by reference; see 49 CFR 571.5), A VIN that conforms to the requirements of part 565 Shuttle Identification Number of this chapter, and a Type 1 or Type 2 seat belt assembly conforming to Sec. 571.209 of this part, Federal Motor Shuttle Safety Standard No. 209, Set belt assemblies, installed at each designated seating position The Club Car must meet the following characteristics: Provide all operator-maintained manuals and parts manual with all supplements and troubleshooting guides. All diagnostic equipment with operator manual to include CD. Heavy duty suspension system and independent front leaf spring, self-adjusting steering. Four-wheel manual hydraulic brakes with foot-operated, multi-lock, parking brake. Ground clearance of no less than seven inches (7 ). Maximum passenger capacity: 2 passengers Minimum load capacity: 100 lbs. Maximum load capacity: 800 lbs. Maximum speed: Governed to 15 mph Rear Wheel Drive Windshield: AS1 DOT-approved Aircraft grade, all-aluminum, rust-proof chassis, body and bed. Body: Fiberglass or aluminum body and roof Forward-facing seating arrangement with or without rear utility box 48-volt to 12-volt DC converter. Forward/Neutral/Reverse gear selection. Minimum turning radius: 18 FT (216 inches) Windshield with windshield wipers. Heavy duty front bumper and guard. Four-wheel manual disc brakes. Must include batteries and charging units for each club Cart The club cars must be set-up, fully-charged and ready for use upon delivery. 2.4. Performance Monitoring. The Contracting Officer Representative (COR) or Designee will monitor contractor performance. 2.5. Period of Performance. The period of performance will be 120 days from award date. a. National Holidays: New Year s Day January 01 Martin Luther King s Birthday Third Monday in January President s Day Third Monday in February Memorial Day Last Monday in May Independence Day July 04 Labor Day First Monday in September Columbus Day Second Monday in October Veterans Day November 11 Thanksgiving Day Fourth Thursday in November Christmas Day December 25 b. If the holiday falls on a Sunday, the following Monday will be observed as a national holiday. When a holiday falls on a Saturday, the preceding Friday is observed as a National holiday by U.S. Government Agencies, and any day specifically declared by the President of the United States of America. 3. The solicitation document and incorporated provisions and clauses are those in effect through Federal Acquisition Circular 2020-01, dated 10/10/2019. The following provisions and clauses apply to this solicitation and can be found in enclosure 2. 3.a. FAR 52.212-1, Instructions to Offerors Commercial Items 3.b. FAR 52.212-2, Evaluation -- Commercial Items 3.c. FAR 52.212-4, Contract Terms and Conditions -- Commercial Items 3.d. FAR 52.212-5, Contract Terms and Conditions Required To Implement Statutes Or Executive Orders -- Commercial Items 3.e. Supplemental Insurance Requirements 3.f. VAAR 852.219-10, VA Notice of Total Service-Disabled Veteran-Owned Small Business Set-Aside 3.g. VAAR 852.219-74, Limitations on Subcontracting Monitoring and Compliance 3.h. FAR 52.233-2, Service of Protest 3.i. VAAR 852.233-70, Protest Content/Alternative Dispute Resolution 3.j. VAAR 852.233-71, Alternative Protest Procedure 4. Submit written offers in accordance with the following instructions, as well as Addendum to FAR 52.212-1, Instruction to Offerors. Oral offers will not be accepted. Complete and submit enclosure 1 via email no later than 10am PST Monday June 6th, 2022, to Ositadima.ndubizu@va.gov. Ensure the following are completed and/or included in the quote packet: 4.3.a. Vendor Information with DUNS number 4.3.b. Acknowledgement of amendments 4.3.c. Concurrence/non-concurrence with solicitation terms, conditions, and provisions 4.3.d. Schedule of supplies 4.3.e. FAR 52.212-3, Offeror Representations and Certifications -- Commercial Items"
" Equipment: Auto, OEM Parts, Vehicle Accessories Bids",CA,Barracuda Load Balancer & Support,State/Local,,State of California,"Jun 10, 2022",State of California,https://caleprocure.ca.gov/event/0135/0000023619,"23619    		 ",Purchasing Division,,800-559-5529,ddiaz@sb-court.org,,RFQ 21-47 Barracuda Load Balancer & Support
